Endereco Completo;Bairro;Ano de Construcao (Unidade);Area Terreno Total;Area Construida Adquirida;Area Adquirida (Unidades Somadas);Padrao Acabamento (Unidade);Fracao Ideal Adquirida;Tipo Construtivo Preponderante;Descrição Tipo Ocupacao (Unidade);Valor Base Calculo;Zona Uso ITBI;Data Inclusao Transacao
RUA HEROINA MARIA QUITERIA 330 - APT 204 BLOCO 2 - ALTO CAICARAS - 30750-330 - BELO HORIZONTE - MG;ALTO CAICARAS;1.988;1.416;70,53;70,53;P3;0,03;AP;RESIDENCIAL;247.126,55;ZAR2;27/10/2021
AVE PRESIDENTE TANCREDO NEVES 2640 - SALA SL 1103 - PAQUETA - 31330-472 - BELO HORIZONTE - MG;PAQUETA;2.021;6.505,42;55,38;55,38;P4;0;SL;NAO RESIDENCIAL;250.000;ZAR2;27/10/2021
RUA CORDELINA SILVEIRA MATOS 100 - APT 203 - ESTORIL - 30494-010 - BELO HORIZONTE - MG;ESTORIL;1.998;393,06;62,35;62,35;P3;0,12;AP;RESIDENCIAL;280.000;ZAR2;27/10/2021
RUA DESEMBARGADOR JOSE SATYRO 530 - APT 101 - CASTELO - 30840-490 - BELO HORIZONTE - MG;CASTELO;2.010;423,4;107,3;107,3;P3;0,09;AP;RESIDENCIAL;370.000;ZAR2;27/10/2021
RUA JOSE BASILIO 260 - BLOCO 2 APT 201 - PARQUE SAO JOSE - 30570-520 - BELO HORIZONTE - MG;PARQUE SAO JOSE;2.002;1.320;147,09;147,09;P3;0,07;AP;RESIDENCIAL;410.000;ZAR2;27/10/2021
RUA ELSON NUNES DE SOUZA 175 - APT 201 - CASTELO - 30840-530 - BELO HORIZONTE - MG;CASTELO;2.020;420;128,18;128,18;P3;0,1;AP;RESIDENCIAL;445.000;ZAR2;27/10/2021
RUA DESEMBARGADOR PAULO MOTA 1665 - APT 1101 BLOCO 3 - OURO PRETO - 31320-262 - BELO HORIZONTE - MG;OURO PRETO;2.012;12.220,82;171,42;171,42;P4;0,01;AP;RESIDENCIAL;550.000;ZAR2;27/10/2021
RUA CASTELO DE LISBOA 900 - APT 201 - CASTELO - 31330-340 - BELO HORIZONTE - MG;CASTELO;2.006;840;120,86;120,86;P3;0,05;AP;RESIDENCIAL;553.000;ZAR2;27/10/2021
RUA CASTELO DE EDIMBURGO 365 - CASA 2 - CASTELO - 31330-240 - BELO HORIZONTE - MG;CASTELO;2.003;451;147,96;147,96;P3;0,42;CA;RESIDENCIAL;660.000;ZAR2;27/10/2021
RUA SILVIO MENICUCCI 143 - APT 503 BLOCO 1 - BURITIS - 30575-843 - BELO HORIZONTE - MG;BURITIS;2.015;3.737,23;176,01;176,01;P4;0,02;AP;RESIDENCIAL;800.000;ZAR2;27/10/2021
RUA ULHOA CINTRA 95 - GARAGE 2 - SANTA EFIGENIA - 30150-230 - BELO HORIZONTE - MG;SANTA EFIGENIA;1.991;383,4;24,06;24,06;P4;0,01;VC;NAO RESIDENCIAL;93.052,05;ZCBH;27/10/2021
AVE JOAO PINHEIRO 602 - APT 1010 - LOURDES - 30130-188 - BELO HORIZONTE - MG;LOURDES;2.003;1.375,50;40,49;40,49;P3;0,01;AP;RESIDENCIAL;167.567,87;ZCBH;27/10/2021
RUA PARACATU 1437 - APT 201 - SANTO AGOSTINHO - 30180-098 - BELO HORIZONTE - MG;SANTO AGOSTINHO;1.965;720;147,9;147,9;P3;0,12;AP;RESIDENCIAL;590.000;ZCBH;27/10/2021
RUA ANTONIO DE ALBUQUERQUE 894 - APT 1402 - SAVASSI - 30112-011 - BELO HORIZONTE - MG;SAVASSI;2.018;3.130,25;75,72;75,72;P5;0;AP;RESIDENCIAL;613.454,53;ZCBH;27/10/2021
RUA ARAGUARI 1293 - APT 22 - SANTO AGOSTINHO - 30190-111 - BELO HORIZONTE - MG;SANTO AGOSTINHO;1.973;450;149,2;149,2;P3;0,16;AP;RESIDENCIAL;703.285;ZCBH;27/10/2021
RUA PADRE MARINHO 318 - APT 1704 - SANTA EFIGENIA - 30140-040 - BELO HORIZONTE - MG;SANTA EFIGENIA;2.020;2.223,75;132,56;132,56;P4;0,01;AP;RESIDENCIAL;790.000;ZCBH;27/10/2021
RUA RIO DE JANEIRO 2471 - APT 501 - LOURDES - 30160-048 - BELO HORIZONTE - MG;LOURDES;1.985;600;248;248;P4;0,11;AP;RESIDENCIAL;1.425.000;ZCBH;27/10/2021
RUA RIO GRANDE DO NORTE 1204 - SAVASSI - 30130-135 - BELO HORIZONTE - MG;SAVASSI;2.005;894,45;974,24;974,24;P3;1;LJ;NAO RESIDENCIAL;12.146.186,23;ZCBH;27/10/2021
ROD STAEL MARY BICALHO MOTTA MAGALHAES 345 - APT 1403 - BELVEDERE - 30320-760 - BELO HORIZONTE - MG;BELVEDERE;2.006;2.277;163,69;163,69;P4;0,01;AP;RESIDENCIAL;740.000;ZP3;27/10/2021
AVE AMAZONAS 2904 - LOJA 612 - PRADO - 30411-186 - BELO HORIZONTE - MG;PRADO;1.995;1.541,62;44,82;44,82;P4;0,01;LJ;NAO RESIDENCIAL;150.000;ZA;28/10/2021
RUA CATETE 708 - APT 101 - ALTO BARROCA - 30431-016 - BELO HORIZONTE - MG;ALTO BARROCA;1.970;300;94;94;P3;0,14;AP;RESIDENCIAL;280.000;ZA;28/10/2021
RUA NITEROI 140 - APT 304 - SANTA EFIGENIA - 30240-400 - BELO HORIZONTE - MG;SANTA EFIGENIA;2.021;419;51,37;51,37;P3;0,07;AP;RESIDENCIAL;280.000;ZA;28/10/2021
RUA AQUIDABAN 1143 - APT 303 - PADRE EUSTAQUIO - 30720-420 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;2.001;500;85,86;85,86;P3;0,08;AP;RESIDENCIAL;290.000;ZA;28/10/2021
RUA TUPACIGUARA 48 - APT 12 - SAO PEDRO - 30330-310 - BELO HORIZONTE - MG;SAO PEDRO;1.978;800;124,1;124,1;P3;0,05;AP;RESIDENCIAL;412.000;ZA;28/10/2021
RUA EDUARDO PRADO 207 - APT 202 - GUTIERREZ - 30441-130 - BELO HORIZONTE - MG;GUTIERREZ;1.974;456;132,24;132,24;P3;0,12;AP;RESIDENCIAL;440.117,58;ZA;28/10/2021
RUA CAMAPUAN 467 - APT 702 - ALTO BARROCA - 30431-035 - BELO HORIZONTE - MG;ALTO BARROCA;2.014;1.080;116,26;116,26;P4;0,04;AP;RESIDENCIAL;450.000;ZA;28/10/2021
RUA HENRIQUE SALES 230 - APT 103 - LUXEMBURGO - 30380-280 - BELO HORIZONTE - MG;LUXEMBURGO;1.993;837;170,5;170,5;P3;0,08;AP;RESIDENCIAL;520.000;ZA;28/10/2021
RUA PRATA 27 - APT 401 - CRUZEIRO - 30310-100 - BELO HORIZONTE - MG;CRUZEIRO;2.021;600;115,02;115,02;P4;0,06;AP;RESIDENCIAL;557.847;ZA;28/10/2021
RUA PRATA 27 - APT 601 - CRUZEIRO - 30310-100 - BELO HORIZONTE - MG;CRUZEIRO;2.021;600;115,02;115,02;P4;0,06;AP;RESIDENCIAL;557.847;ZA;28/10/2021
RUA PRATA 27 - APT 402 - CRUZEIRO - 30310-100 - BELO HORIZONTE - MG;CRUZEIRO;2.021;600;115,16;115,16;P4;0,06;AP;RESIDENCIAL;558.526;ZA;28/10/2021
RUA DEPUTADO ALVARO SALES 258 - APT 601 - SANTO ANTONIO - 30350-250 - BELO HORIZONTE - MG;SANTO ANTONIO;1.991;544;207,76;207,76;P4;0,12;AP;RESIDENCIAL;590.463,33;ZA;28/10/2021
RUA ABRE CAMPO 133 - APT 302 - SANTO ANTONIO - 30350-190 - BELO HORIZONTE - MG;SANTO ANTONIO;1.979;858;156,56;156,56;P4;0,05;AP;RESIDENCIAL;592.000;ZA;28/10/2021
RUA LITARGIRIO 105 - APT 302 - GRAJAU - 30431-232 - BELO HORIZONTE - MG;GRAJAU;1.977;845;226;226;P3;0,17;AP;RESIDENCIAL;600.000;ZA;28/10/2021
RUA CACHOEIRA DE MINAS 126 - APT 701 - GUTIERREZ - 30441-190 - BELO HORIZONTE - MG;GUTIERREZ;1.998;450;211,36;211,36;P4;0,12;AP;RESIDENCIAL;619.999,76;ZA;28/10/2021
RUA RIO POMBA 1665 - APT 401 - PADRE EUSTAQUIO - 30720-290 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;2.019;1.120,50;141,88;141,88;P3;0,08;AP;RESIDENCIAL;670.000;ZA;28/10/2021
RUA ORENOCO 58 - APT 102 - CARMO - 30310-060 - BELO HORIZONTE - MG;CARMO;2.021;300;124,56;124,56;P3;0,14;AP;RESIDENCIAL;705.000;ZA;28/10/2021
RUA PROFESSOR PIMENTA DA VEIGA 495 - APT 601 - CIDADE NOVA - 31170-190 - BELO HORIZONTE - MG;CIDADE NOVA;2.014;720;160,42;160,42;P4;0,07;AP;RESIDENCIAL;715.000;ZA;28/10/2021
AVE DOS BANDEIRANTES 421 - APT 302 - SION - 30315-000 - BELO HORIZONTE - MG;SION;1.979;720;193,23;193,23;P4;0,1;AP;RESIDENCIAL;780.000;ZA;28/10/2021
RUA EUGENIO MURILO RUBIAO 55 - APT 401 - ANCHIETA - 30310-540 - BELO HORIZONTE - MG;ANCHIETA;1.985;363;185;185;P4;0,16;AP;RESIDENCIAL;800.000;ZA;28/10/2021
RUA BAMBUI 134 - APT 402 - SERRA - 30210-490 - BELO HORIZONTE - MG;SERRA;2.020;422,5;137,7;137,7;P3;0,1;AP;RESIDENCIAL;890.000;ZA;28/10/2021
RUA CONEGO ROCHA FRANCO 212 - APT 601 - GUTIERREZ - 30441-045 - BELO HORIZONTE - MG;GUTIERREZ;2.016;405;122,82;122,82;P3;0,12;AP;RESIDENCIAL;890.000;ZA;28/10/2021
RUA DA PATAGONIA 200 - APT 1104 - SION - 30320-080 - BELO HORIZONTE - MG;SION;2.016;3.964,63;240,33;240,33;P4;0,02;AP;RESIDENCIAL;949.303,50;ZA;28/10/2021
RUA PADRE ODORICO 88 - APT 203 - SAO PEDRO - 30330-040 - BELO HORIZONTE - MG;SAO PEDRO;2.021;896,5;179,05;179,05;P4;0,06;AP;RESIDENCIAL;950.000;ZA;28/10/2021
RUA BELAS NOITES 45 - APT 404 BLOCO 9 - CINQUENTENARIO - 30570-045 - BELO HORIZONTE - MG;CINQUENTENARIO;2.007;10.551,79;61,99;61,99;P2;0;AP;RESIDENCIAL;179.999,88;ZAP;28/10/2021
RUA ALGA VERDE 132 - APT 404 BLOCO 1 - JARDIM GUANABARA - 31742-254 - BELO HORIZONTE - MG;JARDIM GUANABARA;2.006;819;48,98;48,98;P3;0,05;AP;RESIDENCIAL;189.520,93;ZAP;28/10/2021
RUA JOSE CLETO 495 - APT 201 - SANTA CRUZ - 31155-290 - BELO HORIZONTE - MG;SANTA CRUZ;1.993;788;49,49;49,49;P2;0,04;AP;RESIDENCIAL;190.000;ZAP;28/10/2021
RUA ANA HILBERT 60 - BLOCO 14 APT 303 - SANTA HELENA - 30642-190 - BELO HORIZONTE - MG;SANTA HELENA;1.996;14.530,78;63,7;63,7;P3;0;AP;RESIDENCIAL;200.188,42;ZAP;28/10/2021
RUA SAO BENTO 1178 - APT 301 - SAGRADA FAMILIA - 31035-060 - BELO HORIZONTE - MG;SAGRADA FAMILIA;1.977;300;75;75;P2;0,17;AP;RESIDENCIAL;218.790;ZAP;28/10/2021
RUA DOS BANDOLINS 215 - BLOCO T03 APT 905 - CONJUNTO CALIFORNIA I - 30850-470 - BELO HORIZONTE - MG;CONJUNTO CALIFORNIA I;1.979;31.430;109,7;109,7;P3;0;AP;RESIDENCIAL;229.999,96;ZAP;28/10/2021
RUA SINEZIO MOREIRA 88 - APT 201 - DIAMANTE - 30644-195 - BELO HORIZONTE - MG;DIAMANTE;2.015;369,64;55,62;55,62;P3;0,13;AP;RESIDENCIAL;230.135,53;ZAP;28/10/2021
RUA VICENTINA DE SOUZA 522 - APT 101 - SAGRADA FAMILIA - 31030-240 - BELO HORIZONTE - MG;SAGRADA FAMILIA;2.020;800;44,89;44,89;P3;0,05;AP;RESIDENCIAL;256.000;ZAP;28/10/2021
RUA CARMELITA PRATES DA SILVA 424 - APT 202 - SALGADO FILHO - 30550-110 - BELO HORIZONTE - MG;SALGADO FILHO;2.021;5.488,36;59,16;59,16;P3;0,01;AP;RESIDENCIAL;267.000;ZAP;28/10/2021
RUA WALDOMIRO LOBO 356-A - GUARANI - 31814-620 - BELO HORIZONTE - MG;GUARANI;1.988;360;87,64;87,64;P1;0,39;GP;NAO RESIDENCIAL;277.322,34;ZAP;28/10/2021
RUA DOUTOR RAUL FRANCO 36 - APT 201 - NOVO SAO LUCAS - 30240-450 - BELO HORIZONTE - MG;NOVO SAO LUCAS;1.983;378;111,03;111,03;P3;0,15;AP;RESIDENCIAL;305.000;ZAP;28/10/2021
RUA ITACOATIARA 346 - APT 202 - SAGRADA FAMILIA - 31035-400 - BELO HORIZONTE - MG;SAGRADA FAMILIA;2.011;800;82,23;82,23;P3;0,04;AP;RESIDENCIAL;335.000;ZAP;28/10/2021
RUA MAGI SALOMON 797 - APT 202 - SALGADO FILHO - 30550-190 - BELO HORIZONTE - MG;SALGADO FILHO;2.021;461,35;103,67;103,67;P3;0,06;AP;RESIDENCIAL;341.074,30;ZAP;28/10/2021
RUA JOSE DE ALENCAR 198 - APT 201 - CALAFATE - 30411-550 - BELO HORIZONTE - MG;CALAFATE;2.021;400;82,86;82,86;P3;0,12;AP;RESIDENCIAL;342.000;ZAP;28/10/2021
RUA INDUSTRIAL JOSE COSTA 965 - NOVA GRANADA - 30431-405 - BELO HORIZONTE - MG;NOVA GRANADA;1.975;300;178;178;P3;1;CA;RESIDENCIAL;364.189,80;ZAP;28/10/2021
AVE BERNARDO DE VASCONCELOS 2500 - BLOCO B APT 606 - IPIRANGA - 31160-440 - BELO HORIZONTE - MG;IPIRANGA;1.993;29.156,16;134,25;134,25;P4;0;AP;RESIDENCIAL;365.000;ZAP;28/10/2021
RUA CALUNGA 30 - APT 103 BLOCO B - JARAGUA - 31270-410 - BELO HORIZONTE - MG;JARAGUA;2.007;2.526,49;64,09;64,09;P3;0,01;AP;RESIDENCIAL;378.000;ZAP;28/10/2021
RUA DONA QUERIDINHA 285 - APT 304 - ITAPOA - 31710-180 - BELO HORIZONTE - MG;ITAPOA;2.021;1.056,25;105,93;105,93;P3;0,05;AP;RESIDENCIAL;398.000;ZAP;28/10/2021
RUA WALDOMIRO LOBO 356-A - GUARANI - 31814-620 - BELO HORIZONTE - MG;GUARANI;1.988;360;136,34;136,34;P2;0,61;CA;RESIDENCIAL;458.659,66;ZAP;28/10/2021
RUA ANDRE FERNANDES 153 - APT 1004 BLOCO 1 - NOVA SUISSA - 30421-201 - BELO HORIZONTE - MG;NOVA SUISSA;2.020;6.567,25;120,12;120,12;P4;0,01;AP;RESIDENCIAL;570.000;ZAP;28/10/2021
RUA RAIMUNDO NONATO NASCIMENTO 215 - FLORAMAR - 31742-011 - BELO HORIZONTE - MG;FLORAMAR;1.989;360;244;244;P3;1;CA;RESIDENCIAL;650.000;ZAP;28/10/2021
RUA TENENTE ANASTACIO DE MOURA 1155 - NOVO SAO LUCAS - 30240-390 - BELO HORIZONTE - MG;NOVO SAO LUCAS;1.969;387;300,61;300,61;P3;1;CA;RESIDENCIAL;750.000;ZAP;28/10/2021
RUA DOMINGOS FERNANDES 214 - APT 1204 - UNIAO - 31170-570 - BELO HORIZONTE - MG;UNIAO;2.012;1.906,99;242,83;242,83;P4;0,04;AP;RESIDENCIAL;800.000;ZAP;28/10/2021
RUA SANTA FE 75 - APT 501 - CAICARAS - 30770-430 - BELO HORIZONTE - MG;CAICARAS;2.021;600;280,25;280,25;P4;0,15;AP;RESIDENCIAL;1.180.000;ZAP;28/10/2021
RUA ROQUETE MENDONCA 196 - APT 101 - SAO JOSE - 31275-030 - BELO HORIZONTE - MG;SAO JOSE;2.003;360;283,43;283,43;P3;0,24;AP;RESIDENCIAL;897.566,12;ZAR1;28/10/2021
RUA SAGITARIO 33 - SANTA LUCIA - 30360-230 - BELO HORIZONTE - MG;SANTA LUCIA;1.993;360;348,81;348,81;P4;1;CA;RESIDENCIAL;1.144.417,97;ZAR1;28/10/2021
AVE LUCAS DE OLIVEIRA 536 - JARDIM GUANABARA - 31742-308 - BELO HORIZONTE - MG;JARDIM GUANABARA;2.001;180;99;99;P1;1;CA;RESIDENCIAL;154.210;ZAR2;28/10/2021
RUA GENTIL PORTUGAL DO BRASIL 55 - APT 203 BLOCO 42 - CAMARGOS - 30520-540 - BELO HORIZONTE - MG;CAMARGOS;2.013;59.833,10;48,57;48,57;P3;0;AP;RESIDENCIAL;165.000;ZAR2;28/10/2021
RUA MARIANITA 115 - BLOCO B5 APT 204 - ALIPIO DE MELO - 30830-520 - BELO HORIZONTE - MG;ALIPIO DE MELO;1.979;20.260;51;51;P3;0,01;AP;RESIDENCIAL;175.000;ZAR2;28/10/2021
RUA HAVANA 45 - APT 202 - HAVAI - 30575-050 - BELO HORIZONTE - MG;HAVAI;1.982;22.242;72;72;P3;0;AP;RESIDENCIAL;180.000;ZAR2;28/10/2021
RUA ALVA 200 - APT 504 BLOCO 2 - JULIANA - 31744-560 - BELO HORIZONTE - MG;JULIANA;2.020;11.857,15;60,02;60,02;P4;0;AP;RESIDENCIAL;183.300;ZAR2;28/10/2021
RUA ALVA 200 - APT 304 BLOCO 4 - JULIANA - 31744-560 - BELO HORIZONTE - MG;JULIANA;2.020;11.857,15;65,81;65,81;P4;0;AP;RESIDENCIAL;191.200;ZAR2;28/10/2021
RUA DA REPRESA 80 - BLOCO 6 APT 203 - HAVAI - 30555-130 - BELO HORIZONTE - MG;HAVAI;2.000;4.590;52,63;52,63;P2;0,01;AP;RESIDENCIAL;200.000;ZAR2;28/10/2021
RUA PEDRA LAVRADA 165 - APT 302 BLOCO TORRE 1 - SAO GABRIEL - 31980-460 - BELO HORIZONTE - MG;SAO GABRIEL;2.021;10.401,77;55,17;55,17;P4;0;AP;RESIDENCIAL;202.900;ZAR2;28/10/2021
RUA PEDRA LAVRADA 165 - APT 403 BLOCO TORRE 1 - SAO GABRIEL - 31980-460 - BELO HORIZONTE - MG;SAO GABRIEL;2.021;10.401,77;56,62;56,62;P4;0;AP;RESIDENCIAL;209.500;ZAR2;28/10/2021
RUA BOLIVAR MOREIRA DE ABREU 60 - CASA 06 - JARDIM DOS COMERCIARIOS - 31640-310 - BELO HORIZONTE - MG;JARDIM DOS COMERCIARIOS;2.019;348;61,53;61,53;P3;0,18;CA;RESIDENCIAL;215.000;ZAR2;28/10/2021
RUA PEDRA LAVRADA 165 - APT 1308 BLOCO TORRE 2 - SAO GABRIEL - 31980-460 - BELO HORIZONTE - MG;SAO GABRIEL;2.021;10.401,77;55,17;55,17;P4;0;AP;RESIDENCIAL;221.400;ZAR2;28/10/2021
RUA REGINA 191 - NOVA CINTRA - 30516-450 - BELO HORIZONTE - MG;NOVA CINTRA;1.957;360;54;54;P3;1;BA;RESIDENCIAL;221.691,60;ZAR2;28/10/2021
RUA GEORGIA 104 - APT 301 - HAVAI - 30575-040 - BELO HORIZONTE - MG;HAVAI;1.982;30.174;84;84;P3;0;AP;RESIDENCIAL;240.000;ZAR2;28/10/2021
RUA LIRIOS DO CAMPO 478 - CASA 4 - ETELVINA CARNEIRO - 31746-120 - BELO HORIZONTE - MG;ETELVINA CARNEIRO;2.011;360;86,3;86,3;P3;0,27;CA;RESIDENCIAL;250.000;ZAR2;28/10/2021
RUA ANITA BLUMBERG 9 - BLOCO 1 APT 304 - OURO PRETO - 31340-150 - BELO HORIZONTE - MG;OURO PRETO;2.002;1.364;63,91;63,91;P3;0,04;AP;RESIDENCIAL;262.330,84;ZAR2;28/10/2021
RUA GERALDO SILVA 238 - APT 201 - RIO BRANCO - 31535-250 - BELO HORIZONTE - MG;RIO BRANCO;2.011;360;60,63;60,63;P3;0,14;AP;RESIDENCIAL;266.333,36;ZAR2;28/10/2021
RUA ANHANGAI 414 - APT 101 - CAICARA ADELAIDE - 30770-390 - BELO HORIZONTE - MG;CAICARA ADELAIDE;1.976;300;99,3;99,3;P3;0,01;AP;RESIDENCIAL;280.000;ZAR2;28/10/2021
AVE RAJA GABAGLIA 2000 - SALA 315 PAVMTO 3° BLOCO 1 - ALPES - 30494-170 - BELO HORIZONTE - MG;ALPES;2.016;24.330,10;66,45;66,45;P5;0;SL;NAO RESIDENCIAL;280.385,78;ZAR2;28/10/2021
RUA OPHIL RIBEIRO 161 - APT 703 - CINQUENTENARIO - 30580-020 - BELO HORIZONTE - MG;CINQUENTENARIO;2.018;1.680;95,7;95,7;P4;0,02;AP;RESIDENCIAL;290.000;ZAR2;28/10/2021
RUA CASTELO DE ALENQUER 266 - APT 303 - CASTELO - 31330-050 - BELO HORIZONTE - MG;CASTELO;2.006;420;94,9;94,9;P3;0,08;AP;RESIDENCIAL;296.609,95;ZAR2;28/10/2021
RUA ORLANDO MORETZSOHN 115 - APT 204 - BURITIS - 30575-300 - BELO HORIZONTE - MG;BURITIS;2.015;429;98,31;196,62;P3;0,13;AP;RESIDENCIAL;323.439,90;ZAR2;28/10/2021
RUA DAS CANOAS 1111 - APT 301 - CINQUENTENARIO - 30570-068 - BELO HORIZONTE - MG;CINQUENTENARIO;2.015;870;105,11;105,11;P3;0,06;AP;RESIDENCIAL;345.811,90;ZAR2;28/10/2021
RUA FREI ORLANDO 1023 - APT 101 - CAICARAS - 30770-570 - BELO HORIZONTE - MG;CAICARAS;1.992;417;134,15;134,15;P3;0,19;AP;RESIDENCIAL;354.799,92;ZAR2;28/10/2021
RUA EUGENIO SALES 415 - APT 102 - COPACABANA - 31550-240 - BELO HORIZONTE - MG;COPACABANA;1.995;360;90;90;P3;0,25;AP;RESIDENCIAL;375.000;ZAR2;28/10/2021
RUA CECILIA FONSECA COUTINHO 21 - APT 1002 - CASTELO - 30840-500 - BELO HORIZONTE - MG;CASTELO;2.014;1.705;155,46;155,46;P4;0,02;AP;RESIDENCIAL;500.000;ZAR2;28/10/2021
RUA JAVARI 457 - CACHOEIRINHA - 31130-085 - BELO HORIZONTE - MG;CACHOEIRINHA;1.981;368;315;315;P3;1;CA;RESIDENCIAL;552.690;ZAR2;28/10/2021
RUA QUINTINO BOCAIUVA 322 - APT 301 - SANTA ROSA - 31255-550 - BELO HORIZONTE - MG;SANTA ROSA;1.998;360;186,05;186,05;P3;0,2;AP;RESIDENCIAL;593.000;ZAR2;28/10/2021
AVE AGGEO PIO SOBRINHO 229 - LOJA 03 - BURITIS - 30575-834 - BELO HORIZONTE - MG;BURITIS;2.015;1.647,99;57,44;57,44;P3;0,02;LJ;NAO RESIDENCIAL;610.000;ZAR2;28/10/2021
RUA BARRA GRANDE 434 - INDAIA - 31270-080 - BELO HORIZONTE - MG;INDAIA;1.975;360;227,73;227,73;P3;1;CA;RESIDENCIAL;735.000;ZAR2;28/10/2021
RUA DOUTOR CELIO ANDRADE 165 - APT 102 - BURITIS - 30575-265 - BELO HORIZONTE - MG;BURITIS;2.012;580;187,47;187,47;P4;0,08;AP;RESIDENCIAL;740.506,50;ZAR2;28/10/2021
RUA ERNANI AGRICOLA 566 - APT 602 - BURITIS - 30492-040 - BELO HORIZONTE - MG;BURITIS;2.012;2.612;220,33;220,33;P4;0,02;AP;RESIDENCIAL;880.000;ZAR2;28/10/2021
AVE ALTAMIRO AVELINO SOARES 939 - APT 201 - CASTELO - 31330-000 - BELO HORIZONTE - MG;CASTELO;2.014;420;252,46;252,46;P4;0,21;AP;RESIDENCIAL;950.000;ZAR2;28/10/2021
RUA CASTELO DE OBIDOS 537 - APT 701 - CASTELO - 31330-320 - BELO HORIZONTE - MG;CASTELO;2.007;420;271,44;271,44;P4;0,22;AP;RESIDENCIAL;1.015.000;ZAR2;28/10/2021
RUA LIBERO LEONE 400 - APT 701 BLOCO 1 - BURITIS - 30493-145 - BELO HORIZONTE - MG;BURITIS;2.010;3.114,09;275,76;275,76;P5;0,02;AP;RESIDENCIAL;1.084.125,13;ZAR2;28/10/2021
RUA FLAVIO MARQUES LISBOA 152 - SALA 407 - BARREIRO - 30640-050 - BELO HORIZONTE - MG;BARREIRO;1.998;752,3;63,76;63,76;P4;0,01;SL;NAO RESIDENCIAL;240.000;ZCBA;28/10/2021
AVE OLEGARIO MACIEL 2180 - GARAGE 7 - SANTO AGOSTINHO - 30180-122 - BELO HORIZONTE - MG;SANTO AGOSTINHO;1.982;1.995;14,22;14,22;P4;0;VR;RESIDENCIAL;49.999,95;ZCBH;28/10/2021
RUA BERNARDO GUIMARAES 1220 - GARAGE 74 - BOA VIAGEM - 30140-084 - BELO HORIZONTE - MG;BOA VIAGEM;2.004;2.300,59;8,15;8,15;P5;0;VR;RESIDENCIAL;65.000;ZCBH;28/10/2021
AVE CRISTOVAO COLOMBO 519 - SALA 304 - SAVASSI - 30140-906 - BELO HORIZONTE - MG;SAVASSI;1.980;1.036;42;42;P4;0,01;SL;NAO RESIDENCIAL;292.792,70;ZCBH;28/10/2021
RUA ANTONIO DE ALBUQUERQUE 335 - APT 601 - SAVASSI - 30112-010 - BELO HORIZONTE - MG;SAVASSI;1.990;1.395;68,44;68,44;P3;0,01;AP;RESIDENCIAL;294.156,56;ZCBH;28/10/2021
RUA RIO GRANDE DO SUL 720 - APT 1804 - BARRO PRETO - 30170-114 - BELO HORIZONTE - MG;BARRO PRETO;1.982;1.080;74;74;P3;0,01;AP;RESIDENCIAL;341.431,99;ZCBH;28/10/2021
RUA LEVINDO LOPES 231 - APT 1704 - SAVASSI - 30140-171 - BELO HORIZONTE - MG;SAVASSI;1.993;1.085;85,36;85,36;P4;0,01;AP;RESIDENCIAL;400.000;ZCBH;28/10/2021
RUA PROFESSOR MORAES 72 - APT 1102 - SAVASSI - 30150-370 - BELO HORIZONTE - MG;SAVASSI;2.016;840;64,93;64,93;P4;0,01;AP;RESIDENCIAL;419.804,79;ZCBH;28/10/2021
RUA ALAGOAS 866 - APT 501 - SAVASSI - 30130-167 - BELO HORIZONTE - MG;SAVASSI;1.993;330;137,3;137,3;P3;0,04;AP;RESIDENCIAL;660.000;ZCBH;28/10/2021
RUA RODRIGUES CALDAS 310 - APT 301 - SANTO AGOSTINHO - 30190-120 - BELO HORIZONTE - MG;SANTO AGOSTINHO;1.966;450;140,55;140,55;P3;0,18;AP;RESIDENCIAL;749.170;ZCBH;28/10/2021
RUA OURO PRETO 1707 - APT 901 - SANTO AGOSTINHO - 30170-048 - BELO HORIZONTE - MG;SANTO AGOSTINHO;2.012;1.200;177,44;177,44;P4;0,02;AP;RESIDENCIAL;1.064.640;ZCBH;28/10/2021
RUA SERGIPE 77 - GARAGE 2 - BOA VIAGEM - 30130-170 - BELO HORIZONTE - MG;BOA VIAGEM;1.982;623;27;27;P2;0;VR;RESIDENCIAL;32.999,92;ZHIP;28/10/2021
RUA DOS TUPINAMBAS 190 - APT 44 - CENTRO - 30120-070 - BELO HORIZONTE - MG;CENTRO;1.960;660;88;88;P3;0,02;AP;RESIDENCIAL;198.627,26;ZHIP;28/10/2021
RUA RIO GRANDE DO SUL 25 - APT 201 - CENTRO - 30170-110 - BELO HORIZONTE - MG;CENTRO;1.981;541;68;136;P3;0,01;AP;RESIDENCIAL;234.746,88;ZHIP;28/10/2021
RUA SAO PAULO 940 - APT 701 - CENTRO - 30170-133 - BELO HORIZONTE - MG;CENTRO;1.962;1.118;82,64;82,64;P2;0,02;AP;RESIDENCIAL;315.000;ZHIP;28/10/2021
RUA SERGIPE 77 - APT 702 - BOA VIAGEM - 30130-170 - BELO HORIZONTE - MG;BOA VIAGEM;1.982;623;76;76;P2;0,01;AP;RESIDENCIAL;451.508,40;ZHIP;28/10/2021
