Endereco Completo;Bairro;Ano de Construcao (Unidade);Area Terreno Total;Area Construida Adquirida;Area Adquirida (Unidades Somadas);Padrao Acabamento (Unidade);Fracao Ideal Adquirida;Tipo Construtivo Preponderante;Descrição Tipo Ocupacao (Unidade);Valor Base Calculo;Zona Uso ITBI;Data Inclusao Transacao
AVE DO CONTORNO 6321 - GARAGE 12 2 ANDAR - SAO PEDRO - 30110-933 - BELO HORIZONTE - MG;SAO PEDRO;1.984;638;44,62;89,24;P3;0,01;VC;NAO RESIDENCIAL;45.747,45;ZA;04/10/2021
RUA PADRE EUSTAQUIO 2224 - SALA 216 - PADRE EUSTAQUIO - 30720-100 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;1.996;1.200;28,35;28,35;P3;0,02;SL;NAO RESIDENCIAL;71.492,95;ZA;04/10/2021
RUA VEREADOR SOCRATES ALVES PEREIRA 731 - SAO FRANCISCO DAS CHAGAS - 30710-202 - BELO HORIZONTE - MG;SAO FRANCISCO DAS CHAGAS;1.943;300;203;290;P2;1;BA;RESIDENCIAL;313.909,90;ZA;04/10/2021
RUA PRADOS 567 - APT 802 - CARLOS PRATES - 30710-602 - BELO HORIZONTE - MG;CARLOS PRATES;2.021;2.354,55;76,63;76,63;P3;0,02;AP;RESIDENCIAL;320.000;ZA;04/10/2021
AVE MEM DE SA 160 - APT 802 BLOCO 2 - SANTA EFIGENIA - 30260-270 - BELO HORIZONTE - MG;SANTA EFIGENIA;2.008;6.501,18;100,03;100,03;P3;0,01;AP;RESIDENCIAL;341.142,31;ZA;04/10/2021
RUA CAMPO BELO 47 - APT 403 - SAO PEDRO - 30330-330 - BELO HORIZONTE - MG;SAO PEDRO;1.969;525;101,07;101,07;P2;0,07;AP;RESIDENCIAL;370.000;ZA;04/10/2021
RUA DANIEL DE CARVALHO 1522 - APT 302 - GUTIERREZ - 30441-152 - BELO HORIZONTE - MG;GUTIERREZ;1.985;406,25;138;138;P3;0,17;AP;RESIDENCIAL;400.000;ZA;04/10/2021
RUA PROFESSOR COSTA CHIABI 106 - APT 301 - CIDADE NOVA - 31170-250 - BELO HORIZONTE - MG;CIDADE NOVA;1.979;474;108,2;108,2;P3;0,11;AP;RESIDENCIAL;410.000;ZA;04/10/2021
AVE ASSIS CHATEAUBRIAND 525 - BLOCO 2 APT 602 - FLORESTA - 30150-900 - BELO HORIZONTE - MG;FLORESTA;1.986;4.200;123,31;123,31;P4;0,01;AP;RESIDENCIAL;567.000;ZA;04/10/2021
AVE DOS BANDEIRANTES 325 - APT 202 - SION - 30315-000 - BELO HORIZONTE - MG;SION;1.978;403;139,37;139,37;P3;0,17;AP;RESIDENCIAL;580.000;ZA;04/10/2021
RUA RIO NEGRO 424 - APT 903 - PRADO - 30411-208 - BELO HORIZONTE - MG;PRADO;2.021;1.080;105,03;105,03;P4;0,03;AP;RESIDENCIAL;629.536;ZA;04/10/2021
RUA ABRE CAMPO 400 - APT 303 - SANTO ANTONIO - 30350-190 - BELO HORIZONTE - MG;SANTO ANTONIO;2.020;740;141,98;141,98;P4;0,05;AP;RESIDENCIAL;650.000;ZA;04/10/2021
AVE DO CONTORNO 6321 - ANDAR 3 - SAO PEDRO - 30110-933 - BELO HORIZONTE - MG;SAO PEDRO;1.984;638;373;746;P4;0,1;LJ;NAO RESIDENCIAL;1.199.998,28;ZA;04/10/2021
RUA RAUL POMPEIA 210 - APT 501 - SAO PEDRO - 30330-080 - BELO HORIZONTE - MG;SAO PEDRO;2.002;490;246,32;246,32;P4;0,16;AP;RESIDENCIAL;1.300.000;ZA;04/10/2021
RUA AMERICO SCOTTI 53 - APT 1502 - SERRA - 30220-032 - BELO HORIZONTE - MG;SERRA;2.013;3.663,90;347,12;347,12;P5;0,02;AP;RESIDENCIAL;2.400.000;ZA;04/10/2021
RUA GRAO MOGOL 531 - CARMO - 30310-010 - BELO HORIZONTE - MG;CARMO;1.999;747;536,48;536,48;P3;1;LJ;NAO RESIDENCIAL;4.000.000;ZA;04/10/2021
RUA GRAO MOGOL 519 - CARMO - 30310-010 - BELO HORIZONTE - MG;CARMO;1.950;1.120,50;260;260;P3;1;CA;RESIDENCIAL;6.000.000;ZA;04/10/2021
RUA CAMPO VERDE 601 - APT 401 BLOCO 3 - JULIANA - 31744-513 - BELO HORIZONTE - MG;JULIANA;2.007;3.137,76;46,88;93,76;P2;0,01;AP;RESIDENCIAL;165.000;ZAP;04/10/2021
RUA SANTO ANTONIO 800 - APT 402 BLOCO 3 - SAO JOAO BATISTA - 31515-100 - BELO HORIZONTE - MG;SAO JOAO BATISTA;2.011;13.467,79;49,94;49,94;P3;0;AP;RESIDENCIAL;170.000;ZAP;04/10/2021
RUA CELUTA RAMIRES NORONHA 283 - APT 201 - JARDIM DOS COMERCIARIOS - 31640-150 - BELO HORIZONTE - MG;JARDIM DOS COMERCIARIOS;2.021;360;48,15;48,15;P3;0,09;AP;RESIDENCIAL;197.000;ZAP;04/10/2021
AVE PORTUGAL 5425 - APT 117 - ITAPOA - 31710-400 - BELO HORIZONTE - MG;ITAPOA;1.981;4.000;81;81;P3;0,01;AP;RESIDENCIAL;204.705,74;ZAP;04/10/2021
RUA FLOR DE INDIO 100 - BLOCO IX APT 201 EDIF LARANJEIRAS - INDAIA - 31270-215 - BELO HORIZONTE - MG;INDAIA;1.999;17.269;56,6;56,6;P3;0;AP;RESIDENCIAL;205.000;ZAP;04/10/2021
RUA WIVER HERNANDES DA SILVA 584 - APT 402 - MANACAS - 30840-720 - BELO HORIZONTE - MG;MANACAS;2.009;435,2;75,09;75,09;P3;0,05;AP;RESIDENCIAL;227.680,84;ZAP;04/10/2021
RUA BASTOS 85 - APT 404 - SAO SALVADOR - 30881-270 - BELO HORIZONTE - MG;SAO SALVADOR;2.021;525;73,44;73,44;P3;0,06;AP;RESIDENCIAL;241.617,60;ZAP;04/10/2021
RUA PASTOR ACHILLES BARBOSA 305 - APT 201 - PALMARES - 31155-460 - BELO HORIZONTE - MG;PALMARES;2.021;1.357;92,92;92,92;P4;0,04;AP;RESIDENCIAL;269.035,92;ZAP;04/10/2021
AVE CRISTIANO MACHADO 1420 - APT 208 - SAGRADA FAMILIA - 31035-512 - BELO HORIZONTE - MG;SAGRADA FAMILIA;1.978;14.897;89,58;89,58;P3;0;AP;RESIDENCIAL;319.999,90;ZAP;04/10/2021
RUA MINISTRO OLIVEIRA SALAZAR 1137 - APT 201 - SANTA MONICA - 31520-400 - BELO HORIZONTE - MG;SANTA MONICA;1.999;360;64,18;64,18;P3;0,17;AP;RESIDENCIAL;326.863,60;ZAP;04/10/2021
RUA CONEGO FLORIANO 227 - APT 201 - SAGRADA FAMILIA - 31030-510 - BELO HORIZONTE - MG;SAGRADA FAMILIA;2.017;400;132,42;132,42;P3;0,1;AP;RESIDENCIAL;442.000;ZAP;04/10/2021
RUA DOUTOR MARIO MAGALHAES 542 - CASA 2 - ITAPOA - 31710-360 - BELO HORIZONTE - MG;ITAPOA;2.007;360;136,85;136,85;P3;0,5;CA;RESIDENCIAL;500.000;ZAP;04/10/2021
RUA ALUISIO LOBAO VERAS 75 - APT 1903 - SERRANO - 30882-550 - BELO HORIZONTE - MG;SERRANO;2.015;5.148,94;118,79;118,79;P4;0,01;AP;RESIDENCIAL;500.000;ZAP;04/10/2021
RUA PADRE NOBREGA 163 - APT 403 - MINAS BRASIL - 30730-230 - BELO HORIZONTE - MG;MINAS BRASIL;2.014;720;119,05;238,1;P3;0,05;AP;RESIDENCIAL;500.000;ZAP;04/10/2021
RUA MACHADO NUNES 175 - APT 402 - SALGADO FILHO - 30550-280 - BELO HORIZONTE - MG;SALGADO FILHO;2.021;370;165,24;165,24;P3;0,18;AP;RESIDENCIAL;543.639,60;ZAP;04/10/2021
RUA MADRESSILVA 853 - APT 102 - ESPLANADA - 30280-180 - BELO HORIZONTE - MG;ESPLANADA;2.018;720;148,79;148,79;P3;0,08;AP;RESIDENCIAL;543.678,66;ZAP;04/10/2021
RUA FRANCISCO LOBO 308 - APT 201 - ESPLANADA - 30280-080 - BELO HORIZONTE - MG;ESPLANADA;2.008;360;129,92;129,92;P3;0,14;AP;RESIDENCIAL;560.000;ZAP;04/10/2021
RUA SEBASTIAO POSSADA BRAVO 178 - APT 104 - SANTA ROSA - 31255-760 - BELO HORIZONTE - MG;SANTA ROSA;2.015;720;161,34;161,34;P4;0,07;AP;RESIDENCIAL;563.829,69;ZAP;04/10/2021
PCA CAJURI 122 - APT 402 - SANTA INES - 31080-410 - BELO HORIZONTE - MG;SANTA INES;2.013;903,26;184,12;368,24;P4;0,06;AP;RESIDENCIAL;727.274;ZAP;04/10/2021
RUA GUARANESIA 373 - APT 201 - COLEGIO BATISTA - 31110-170 - BELO HORIZONTE - MG;COLEGIO BATISTA;2.017;312;162,58;162,58;P4;0,17;AP;RESIDENCIAL;770.000;ZAP;04/10/2021
RUA EUGENIO VIDIGAL AMARO 179 - APT 202 BLOCO 2 - ESTORIL - 30494-340 - BELO HORIZONTE - MG;ESTORIL;2.006;970,35;114,9;114,9;P3;0,06;AP;RESIDENCIAL;379.859,40;ZAR1;04/10/2021
RUA COSMOS 106 - SANTA LUCIA - 30360-650 - BELO HORIZONTE - MG;SANTA LUCIA;1.998;360;138,28;138,28;P4;1;CC;NAO RESIDENCIAL;729.681,07;ZAR1;04/10/2021
RUA ARTUR ITABIRANO 254 - APT 501 - SAO JOSE - 31275-020 - BELO HORIZONTE - MG;SAO JOSE;2.006;360;325,88;325,88;P4;0,26;AP;RESIDENCIAL;1.100.000;ZAR1;04/10/2021
RUA PROFESSOR JOSE RENAULT 204 - BLOCO A APT 2004 EDIF BEETHOVEN - SAO BENTO - 30350-342 - BELO HORIZONTE - MG;SAO BENTO;1.992;9.345;216,37;216,37;P4;0;AP;RESIDENCIAL;1.900.000;ZAR1;04/10/2021
RUA CONCEICAO DO MATO DENTRO 241 - LOJA 2 - OURO PRETO - 31310-240 - BELO HORIZONTE - MG;OURO PRETO;1.992;360;25,03;25,03;P3;0,06;LJ;NAO RESIDENCIAL;115.000;ZAR2;04/10/2021
RUA GUAIRA 254 - APT 304 - CAICARAS - 30770-480 - BELO HORIZONTE - MG;CAICARAS;1.977;734;98,62;98,62;P3;0,04;AP;RESIDENCIAL;192.190,66;ZAR2;04/10/2021
PCA SAO JOSE 98 - APT 102 BLOCO 1 - PARQUE SAO JOSE - 30570-515 - BELO HORIZONTE - MG;PARQUE SAO JOSE;2.008;4.496,80;48,69;48,69;P3;0,01;AP;RESIDENCIAL;197.460,82;ZAR2;04/10/2021
RUA PADRE ARGEMIRO MOREIRA 11667 - APT 301 BLOCO 2 - MARIA TERESA - 31998-250 - BELO HORIZONTE - MG;MARIA TERESA;2.021;18.915,60;63,83;63,83;P3;0;AP;RESIDENCIAL;205.000;ZAR2;04/10/2021
RUA QUATRO MIL DUZENTOS E VINTE E DOIS 20 - APT 201 BLOCO 1 - MANTIQUEIRA - 00000-000 - BELO HORIZONTE - MG;MANTIQUEIRA;2.019;11.740,10;52,97;52,97;P3;0;AP;RESIDENCIAL;208.000;ZAR2;04/10/2021
RUA QUATRO MIL DUZENTOS E VINTE E DOIS 20 - APT 408 BLOCO 2 - MANTIQUEIRA - 00000-000 - BELO HORIZONTE - MG;MANTIQUEIRA;2.019;11.740,10;52,97;52,97;P3;0;AP;RESIDENCIAL;208.000;ZAR2;04/10/2021
RUA NILOPOLIS 125 - BLOCO 101 BLOCO 01 - PILAR - 30390-410 - BELO HORIZONTE - MG;PILAR;2.013;1.318,50;63,47;63,47;P3;0,04;AP;RESIDENCIAL;215.000;ZAR2;04/10/2021
RUA JOSE BARTOLOTA 69 - APT 301 - GLORIA - 30830-440 - BELO HORIZONTE - MG;GLORIA;2.015;360;52,91;52,91;P3;0,12;AP;RESIDENCIAL;220.000;ZAR2;04/10/2021
RUA BUENO DO PRADO 50 - APT 204 - JOAO PINHEIRO - 30530-430 - BELO HORIZONTE - MG;JOAO PINHEIRO;1.977;1.080;108;108;P2;0,03;AP;RESIDENCIAL;230.087,57;ZAR2;04/10/2021
RUA ANTONIO ALVES 300 - APT 703 BLOCO 3 - DIAMANTE - 30660-065 - BELO HORIZONTE - MG;DIAMANTE;2.021;21.921,84;66,31;66,31;P4;0;AP;RESIDENCIAL;236.726,70;ZAR2;04/10/2021
RUA DAS PEROLAS 140 - APT 201 BLOCO 1 - SANTA MARIA - 30525-500 - BELO HORIZONTE - MG;SANTA MARIA;2.021;11.084,74;50,1;50,1;P4;0;AP;RESIDENCIAL;247.866,61;ZAR2;04/10/2021
RUA ERNANI AGRICOLA 520 - APT 3033 - BURITIS - 30492-040 - BELO HORIZONTE - MG;BURITIS;2.000;1.816,50;81,99;81,99;P3;0,02;AP;RESIDENCIAL;255.000;ZAR2;04/10/2021
RUA RADIALISTA WALDOMIRO CONSTANT 92 - CASA 02 - CEU AZUL - 31578-490 - BELO HORIZONTE - MG;CEU AZUL;2.018;885;55,08;55,08;P3;0,12;CA;RESIDENCIAL;280.000;ZAR2;04/10/2021
AVE RAJA GABAGLIA 2000 - SALA 231 PAVMTO 2° BLOCO 1 - ALPES - 30494-170 - BELO HORIZONTE - MG;ALPES;2.016;24.330,10;66,45;66,45;P5;0;SL;NAO RESIDENCIAL;280.385,78;ZAR2;04/10/2021
AVE RAJA GABAGLIA 2000 - SALA 235 PAVMTO 2° BLOCO 1 - ALPES - 30494-170 - BELO HORIZONTE - MG;ALPES;2.016;24.330,10;66,45;66,45;P5;0;SL;NAO RESIDENCIAL;280.385,78;ZAR2;04/10/2021
RUA GERSON BLUMBERG 152 - APT 101 - OURO PRETO - 31340-180 - BELO HORIZONTE - MG;OURO PRETO;2.003;360;65,79;65,79;P3;0,21;AP;RESIDENCIAL;300.000;ZAR2;04/10/2021
RUA DOUTOR JULIO SOARES 26 - APT 201 - OURO PRETO - 31340-170 - BELO HORIZONTE - MG;OURO PRETO;2.008;417,56;110,27;110,27;P3;0,13;AP;RESIDENCIAL;340.403,49;ZAR2;04/10/2021
RUA NOGUEIRA DE PAIVA 312 - APT 101 - ALTO DOS PINHEIROS - 30530-440 - BELO HORIZONTE - MG;ALTO DOS PINHEIROS;2.004;449,4;112,54;112,54;P3;0,12;AP;RESIDENCIAL;340.636,07;ZAR2;04/10/2021
RUA CRACOVIA 17 - EUROPA - 31620-090 - BELO HORIZONTE - MG;EUROPA;2.001;348;321,95;321,95;P2;1;CA;RESIDENCIAL;378.622,51;ZAR2;04/10/2021
RUA ALVA - JULIANA - 31744-560 - BELO HORIZONTE - MG;JULIANA;0;360;0;0;TE;1;LV;TERRITORIAL;380.000;ZAR2;04/10/2021
AVE PRESIDENTE 862 - APT 301 - COPACABANA - 31550-100 - BELO HORIZONTE - MG;COPACABANA;2.016;537,39;80,5;80,5;P3;0,1;AP;RESIDENCIAL;386.673,70;ZAR2;04/10/2021
RUA CASTELO DE SINTRA 878 - APT 502 - CASTELO - 31330-200 - BELO HORIZONTE - MG;CASTELO;2.016;600;153,22;153,22;P3;0,08;AP;RESIDENCIAL;450.000;ZAR2;04/10/2021
RUA DEPUTADO WILSON TANURE 601 - SANTA AMELIA - 31560-240 - BELO HORIZONTE - MG;SANTA AMELIA;1.983;360;133,72;133,72;P3;1;CA;RESIDENCIAL;459.399,64;ZAR2;04/10/2021
RUA JEQUIA 285 - CANADA - 31130-300 - BELO HORIZONTE - MG;CANADA;1.967;360;198;198;P2;1;CA;RESIDENCIAL;460.000;ZAR2;04/10/2021
RUA CECILIA FONSECA COUTINHO 21 - APT 602 - CASTELO - 30840-500 - BELO HORIZONTE - MG;CASTELO;2.014;1.705;155,46;155,46;P4;0,02;AP;RESIDENCIAL;490.000;ZAR2;04/10/2021
RUA LAGINHA 86 - ERMELINDA - 31250-300 - BELO HORIZONTE - MG;ERMELINDA;1.980;284;274;274;P3;1;LJ;NAO RESIDENCIAL;491.973;ZAR2;04/10/2021
RUA PADRE FEIJO 83 - SAUDADE - 30285-350 - BELO HORIZONTE - MG;SAUDADE;2.008;360;260;260;P3;1;CA;RESIDENCIAL;500.000;ZAR2;04/10/2021
RUA PURPURA 72 - ALTO DOS PINHEIROS - 30530-390 - BELO HORIZONTE - MG;ALTO DOS PINHEIROS;1.983;365,4;156,29;156,29;P2;1;CA;RESIDENCIAL;620.000;ZAR2;04/10/2021
RUA IGNACIO ALVES MARTINS 191 - APT 1104 BLOCO 2 - BURITIS - 30575-839 - BELO HORIZONTE - MG;BURITIS;2.016;4.654,96;138,66;138,66;P4;0,01;AP;RESIDENCIAL;665.000;ZAR2;04/10/2021
RUA CORDILHEIRAS 49 - CONJUNTO CELSO MACHADO - 30882-040 - BELO HORIZONTE - MG;CONJUNTO CELSO MACHADO;1.997;326,4;242,97;242,97;P3;1;CA;RESIDENCIAL;670.000;ZAR2;04/10/2021
RUA LUIZ CLAUDIO ALVES 306 - JULIANA - 31744-570 - BELO HORIZONTE - MG;JULIANA;2.014;671,37;281,25;281,25;P4;1;GP;NAO RESIDENCIAL;704.321,91;ZAR2;04/10/2021
RUA DESEMBARGADOR PAULO MOTA 263 - APT 504 - OURO PRETO - 31310-340 - BELO HORIZONTE - MG;OURO PRETO;2.010;8.188;165,12;165,12;P4;0,01;AP;RESIDENCIAL;720.000;ZAR2;04/10/2021
RUA DESEMBARGADOR ALARICO BARROSO 341 - APT 302 - OURO PRETO - 31310-380 - BELO HORIZONTE - MG;OURO PRETO;2.018;720;217,69;217,69;P4;0,11;AP;RESIDENCIAL;951.008,54;ZAR2;04/10/2021
RUA CASTELO MOURA 40 - CASTELO - 31330-210 - BELO HORIZONTE - MG;CASTELO;1.998;420;274,54;274,54;P4;1;CA;RESIDENCIAL;1.100.000;ZAR2;04/10/2021
RUA LIBERO LEONE 620 - APT 701 BLOCO 2 - BURITIS - 30493-145 - BELO HORIZONTE - MG;BURITIS;2.014;2.335,24;340,61;340,61;P5;0,04;AP;RESIDENCIAL;1.100.000;ZAR2;04/10/2021
RUA MARIA FORTUNATA ROTHEIA 354 - PAQUETA - 31330-642 - BELO HORIZONTE - MG;PAQUETA;0;599,96;0;0;TE;1;LV;TERRITORIAL;1.319.912;ZAR2;04/10/2021
AVE PROFESSOR MARIO WERNECK 1326 - BURITIS - 30455-610 - BELO HORIZONTE - MG;BURITIS;2.000;900;710,14;710,14;P4;1;GP;NAO RESIDENCIAL;5.303.762,63;ZAR2;04/10/2021
RUA DOS GUAJAJARAS 1611 - GARAGE 02 - BARRO PRETO - 30180-099 - BELO HORIZONTE - MG;BARRO PRETO;2.018;600;9,12;9,12;P4;0;VC;NAO RESIDENCIAL;40.000;ZCBH;04/10/2021
RUA DOS GUAJAJARAS 1611 - GARAGE 15/16 - BARRO PRETO - 30180-099 - BELO HORIZONTE - MG;BARRO PRETO;2.018;600;18,24;18,24;P4;0,01;VC;NAO RESIDENCIAL;60.000;ZCBH;04/10/2021
RUA ESPIRITO SANTO 1607 - APT 1102 - LOURDES - 30160-035 - BELO HORIZONTE - MG;LOURDES;1.987;1.059,36;198,13;198,13;P3;0,04;AP;RESIDENCIAL;700.000;ZCBH;04/10/2021
AVE GETULIO VARGAS 1299 - APT 402 - SAVASSI - 30112-024 - BELO HORIZONTE - MG;SAVASSI;1.974;541;164,7;164,7;P3;0,06;AP;RESIDENCIAL;725.000;ZCBH;04/10/2021
RUA DOS GUAJAJARAS 1611 - SALA 502 - BARRO PRETO - 30180-099 - BELO HORIZONTE - MG;BARRO PRETO;2.018;600;192,53;192,53;P4;0,06;SL;NAO RESIDENCIAL;725.000;ZCBH;04/10/2021
RUA SANTA CATARINA 1191 - APT 201 - LOURDES - 30170-084 - BELO HORIZONTE - MG;LOURDES;1.974;504;192,04;192,04;P3;0,13;AP;RESIDENCIAL;1.040.000;ZCBH;04/10/2021
RUA TOME DE SOUZA 432 - APT 1201 - SAVASSI - 30140-131 - BELO HORIZONTE - MG;SAVASSI;1.989;1.200;203,14;203,14;P4;0,03;AP;RESIDENCIAL;1.100.000;ZCBH;04/10/2021
RUA RIO DE JANEIRO 2121 - APT 803 - LOURDES - 30160-046 - BELO HORIZONTE - MG;LOURDES;2.004;2.230;185,12;185,12;P4;0,01;AP;RESIDENCIAL;1.100.000;ZCBH;04/10/2021
RUA ALVARENGA PEIXOTO 1337 - APT 504 - SANTO AGOSTINHO - 30180-126 - BELO HORIZONTE - MG;SANTO AGOSTINHO;2.005;1.800;254,04;254,04;P5;0,02;AP;RESIDENCIAL;1.660.000;ZCBH;04/10/2021
RUA AGOSTINHO BRETAS 8 - APT 804 BLOCO TORRE 3 - CAICARAS - 30775-520 - BELO HORIZONTE - MG;CAICARAS;2.016;19.040,03;140,86;140,86;P5;0;AP;RESIDENCIAL;632.000;ZE;04/10/2021
RUA ESPIRITO SANTO 1171 - APT 909 - CENTRO - 30160-033 - BELO HORIZONTE - MG;CENTRO;2.021;1.837;95,61;95,61;P4;0,01;AP;RESIDENCIAL;479.047,50;ZHIP;04/10/2021
RUA ALOISIO ARAGAO VILLAR 641 - APT 303 BLOCO 5 - TREVO - 31545-160 - BELO HORIZONTE - MG;TREVO;2.020;12.112,50;53,89;53,89;P3;0,01;AP;RESIDENCIAL;181.433;ZP2;04/10/2021
RUA ALOISIO ARAGAO VILLAR 641 - APT 102 BLOCO 7 - TREVO - 31545-160 - BELO HORIZONTE - MG;TREVO;2.020;12.112,50;55,93;55,93;P3;0,01;AP;RESIDENCIAL;183.493;ZP2;04/10/2021
RUA REGINALDO CUNHA BALAGUER 260 - GARCAS - 31370-000 - BELO HORIZONTE - MG;GARCAS;2.000;1.000;374,83;948,49;P3;1;CA;RESIDENCIAL;1.300.000;ZP2;04/10/2021
RUA NEY LAMBERT 100 - BELVEDERE - 30320-440 - BELO HORIZONTE - MG;BELVEDERE;1.982;1.088;497;497;P5;1;CA;RESIDENCIAL;3.000.000;ZP2;04/10/2021
RUA JOAQUIM LINHARES 97 - GARAGE 03 - ANCHIETA - 30310-400 - BELO HORIZONTE - MG;ANCHIETA;2.020;660;8,33;8,33;P4;0;VR;RESIDENCIAL;35.402,50;ZA;05/10/2021
RUA LUDGERO DOLABELA 18 - GARAGE 14/15 - BARROCA - 30431-086 - BELO HORIZONTE - MG;BARROCA;2.020;503,58;15,14;15,14;P4;0,01;VR;RESIDENCIAL;60.000;ZA;05/10/2021
AVE CORONEL JOSE BENJAMIM 491 - APT 305 - PADRE EUSTAQUIO - 30720-430 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;1.995;962;55,37;55,37;P3;0,03;AP;RESIDENCIAL;220.000;ZA;05/10/2021
AVE PRUDENTE DE MORAIS 621 - SALA 108 - SANTO ANTONIO - 30350-143 - BELO HORIZONTE - MG;SANTO ANTONIO;1.979;1.020;41;41;P4;0,01;SL;NAO RESIDENCIAL;222.490,57;ZA;05/10/2021
RUA OLIGISTO 397 - APT 101 - SANTA TEREZA - 31010-430 - BELO HORIZONTE - MG;SANTA TEREZA;2.010;400;27,35;27,35;P3;0,14;AP;RESIDENCIAL;265.000;ZA;05/10/2021
RUA ITAI 556 - APT 301 - SANTA EFIGENIA - 30260-290 - BELO HORIZONTE - MG;SANTA EFIGENIA;2.015;427,5;83,32;83,32;P3;0,07;AP;RESIDENCIAL;300.000;ZA;05/10/2021
RUA VISCONDE DO RIO DAS VELHAS 127 - APT 12 - VILA PARIS - 30380-740 - BELO HORIZONTE - MG;VILA PARIS;1.969;870;111,17;111,17;P2;0,07;AP;RESIDENCIAL;345.000;ZA;05/10/2021
RUA MONTE SIAO 19 - APT 501 - SERRA - 30240-050 - BELO HORIZONTE - MG;SERRA;2.009;160,5;77,34;77,34;P3;0,21;AP;RESIDENCIAL;399.677,66;ZA;05/10/2021
RUA CURRAL DEL REI 374 - APT 402 - PADRE EUSTAQUIO - 30720-220 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;2.015;392,5;77,02;77,02;P3;0,17;AP;RESIDENCIAL;443.460,87;ZA;05/10/2021
RUA CONTRIA 1463 - APT 503 - GRAJAU - 30431-245 - BELO HORIZONTE - MG;GRAJAU;1.999;1.081;142,36;142,36;P3;0,02;AP;RESIDENCIAL;470.000;ZA;05/10/2021
RUA HAITI 38 - APT 201 - SION - 30320-140 - BELO HORIZONTE - MG;SION;1.979;590;193;193;P3;0,14;AP;RESIDENCIAL;490.000;ZA;05/10/2021
RUA CRISTINA 673 - APT 401 - SAO PEDRO - 30330-130 - BELO HORIZONTE - MG;SAO PEDRO;2.017;450;131,67;131,67;P4;0,09;AP;RESIDENCIAL;506.683,36;ZA;05/10/2021
RUA ALMIRANTE TAMANDARE 488 - APT 201 - GUTIERREZ - 30441-086 - BELO HORIZONTE - MG;GUTIERREZ;1.975;480;182,52;182,52;P3;0,16;AP;RESIDENCIAL;527.939,10;ZA;05/10/2021
RUA HENRIQUE PASSINI 81 - APT 302 - SERRA - 30220-380 - BELO HORIZONTE - MG;SERRA;2.020;300;112,64;112,64;P3;0,11;AP;RESIDENCIAL;535.000;ZA;05/10/2021
RUA XAPURI 600 - APT 1003 - GRAJAU - 30431-214 - BELO HORIZONTE - MG;GRAJAU;2.017;1.636,05;148,2;148,2;P4;0,03;AP;RESIDENCIAL;585.390;ZA;05/10/2021
RUA ALFENAS 340 - APT 403 - CRUZEIRO - 30310-230 - BELO HORIZONTE - MG;CRUZEIRO;1.975;988;181,94;363,88;P3;0,07;AP;RESIDENCIAL;636.000;ZA;05/10/2021
RUA MARANGUAPE 297 - APT 602 - PRADO - 30411-235 - BELO HORIZONTE - MG;PRADO;2.021;1.234,19;134,38;134,38;P4;0,03;AP;RESIDENCIAL;642.269,21;ZA;05/10/2021
RUA MARANGUAPE 297 - APT 704 - PRADO - 30411-235 - BELO HORIZONTE - MG;PRADO;2.021;1.234,19;133,52;133,52;P4;0,03;AP;RESIDENCIAL;721.750;ZA;05/10/2021
RUA LUDGERO DOLABELA 18 - APT 402 - BARROCA - 30431-086 - BELO HORIZONTE - MG;BARROCA;2.020;503,58;124,52;124,52;P4;0,07;AP;RESIDENCIAL;740.000;ZA;05/10/2021
AVE RAJA GABAGLIA 148 - APT 302 - GUTIERREZ - 30441-070 - BELO HORIZONTE - MG;GUTIERREZ;1.970;892;241,45;241,45;P3;0,09;AP;RESIDENCIAL;790.000;ZA;05/10/2021
RUA SAO JOAO EVANGELISTA 619 - APT 501 - SANTO ANTONIO - 30330-140 - BELO HORIZONTE - MG;SANTO ANTONIO;2.013;327;204,79;204,79;P4;0,17;AP;RESIDENCIAL;850.000;ZA;05/10/2021
RUA SANTA HELENA 39 - APT 402 - SERRA - 30220-240 - BELO HORIZONTE - MG;SERRA;1.978;540;175,22;175,22;P3;0,16;AP;RESIDENCIAL;990.000;ZA;05/10/2021
RUA TABELIAO FERREIRA DE CARVALHO 611 - APT 703 - CIDADE NOVA - 31170-180 - BELO HORIZONTE - MG;CIDADE NOVA;2.019;1.440;330,03;330,03;P5;0,05;AP;RESIDENCIAL;1.700.000;ZA;05/10/2021
RUA FLORALIA 18 - APT 1302 - ANCHIETA - 30310-690 - BELO HORIZONTE - MG;ANCHIETA;2.007;1.800;296,75;296,75;P5;0,04;AP;RESIDENCIAL;1.850.000;ZA;05/10/2021
RUA PROFESSOR ESTEVAO PINTO 673 - APT 1400 - SERRA - 30220-060 - BELO HORIZONTE - MG;SERRA;1.986;3.125;524,19;524,19;P4;0,05;AP;RESIDENCIAL;2.256.000;ZA;05/10/2021
RUA HERCULANO DE FREITAS 1409 - APT 1001 - GUTIERREZ - 30441-023 - BELO HORIZONTE - MG;GUTIERREZ;2.009;950;394,72;394,72;P5;0,1;AP;RESIDENCIAL;2.550.000;ZA;05/10/2021
