name_building,floors,status,year,address,address_2,link_2,height,link,h1,h2,h3,type_concat,residential,office,hotel,other,type_simplified
Banco Panamericano,18,built,1975,Avenida Paulista 2240,Sao Paulo SP Brazil,,222,https://skyscraperpage.com/cities?buildingID=10953,222,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office
River Park,17,built,1991,"Rua Dr. Geraldo Campos Moreira 240, Brooklin Novo Zona Sul",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=10962,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete"")",0,1,0,0,Office
Maria Santos,16,built,2004,"Al. Santos 415, Capital",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63624,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Juscelino Plaza,18,built,2000,"Avenida Juscelino Kubitschek, 387 - Itaim Bibi",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=11062,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- granite"")",0,1,0,0,Office
Edifício Barão de Mauá,20,built,,"Rua Simão Álvares, 250 - Pinheiros",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63121,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"")",1,0,0,0,Residential
Evidence Perdizes,17,built,2008,"Rua Cel. Melo de Oliveira, 135",Sao Paulo SP Brazil,,218,https://skyscraperpage.com/cities?buildingID=61444,218,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential
Hotel Emiliano,22,built,2001,"Rua Oscar Freire, 384 - Jardim Paulista",Sao Paulo SP Brazil,http://www.emiliano.com.br/,217,https://skyscraperpage.com/cities?buildingID=11053,217,NA,NA,"c(""Building Uses"", ""- hotel"", ""- restaurant"", ""- fitness center"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- concrete"")",0,0,1,0,Hotel
Adágio,22,built,2008,Rua Cancioneiro de Évora 190,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96196,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Edifício George V Jardins,20,built,1988,Rua José Maria Lisboa 1000 Jardim Paulista 01423-913 Zona Sul,Sao Paulo SP Brazil,,213,https://skyscraperpage.com/cities?buildingID=10934,213,NA,NA,"c(""Building Uses"", ""- hotel"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""- neo-classical"", ""Materials"", ""- glass"", ""- concrete, reinforced"", ""- brick"")",1,0,1,0,Mixed Use
Soft Loft,19,built,2003,Sao Paulo SP Brazil,,NA,213,https://skyscraperpage.com/cities?buildingID=11074,213,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Faria Lima 1188,16,built,,Av.Faria Lima,Sao Paulo SP Brazil,,213,https://skyscraperpage.com/cities?buildingID=10965,213,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office
Edifício Maison Blanche,22,built,,Al. Itú,Sao Paulo SP Brazil,,210,https://skyscraperpage.com/cities?buildingID=10937,210,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
WT Nações Unidas,16,built,2010,Av. das Nações Unidas - Zona Leste,Sao Paulo SP Brazil,,233,https://skyscraperpage.com/cities?buildingID=73210,233,210,193,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",0,1,0,0,Office
Atrium,16,built,1990,Sao Paulo SP Brazil,,NA,210,https://skyscraperpage.com/cities?buildingID=10932,210,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office
Edificio Ermelino Matarazzo,14,built,1939,Viaduto do Chá 15,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=11052,NA,NA,NA,"c(""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- italianate"", ""- neo-classical"", ""Materials"", ""- glass"", ""- marble"", ""- stucco"", ""- concrete, reinforced"")",0,0,0,1,Other
Torre Eudoro Vilela,15,built,2002,"Avenida Engenheiro Armando de Arruda Pereira, 707",Sao Paulo SP Brazil,,209,https://skyscraperpage.com/cities?buildingID=64010,209,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Lindenberg Higienópolis,19,built,2008,"R. São Vicente de Paulo, 422",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63108,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- neo-classical"", ""Materials"", ""- glass"", ""- steel"", ""- limestone"", ""- aluminium"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential
Lindenberg Cosmopolitan Jardins,19,built,,"Alameda Jaú, 361 - Jardins",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63122,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",1,0,0,0,Residential
Duetto Jardins,18,built,2007,"R. Saint Hilare, 151 - Jardins",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63113,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential
Três Marias,19,built,1952,Avenida Paulista 2239,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=102691,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Edifício Atrium V,18,built,1999,Sao Paulo SP Brazil,,NA,201,https://skyscraperpage.com/cities?buildingID=10931,201,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- masonry"", ""- glass"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office
Maison Sophie,20,built,2003,Sao Paulo SP Brazil,,NA,198,https://skyscraperpage.com/cities?buildingID=10876,198,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Jardin des Tulieries,22,built,2003,Sao Paulo SP Brazil,,NA,197,https://skyscraperpage.com/cities?buildingID=10877,197,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Hotel Comodoro,18,built,1952,Avenida Duque de Caxias 525,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96425,NA,NA,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- highrise"")",0,0,1,0,Hotel
Guarani,18,built,1942,Avenida Rangel Pestana 1092,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96426,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Edifício Saint Paul de Vence,18,built,,Rua Edson,Sao Paulo SP Brazil,,197,https://skyscraperpage.com/cities?buildingID=10935,197,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Sede Banco Real ABN AMRO,16,built,,"Av. Paulista 1374, Jardim Paulista Zona Sul BR-01310-916",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63600,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- concrete, reinforced"")",0,1,0,0,Office
Office Tower Itaim,16,built,1999,"Rua Jerônimo da Veiga, 45 - Itaim Bibi",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=11060,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"")",0,1,0,0,Office
Centro Empresarial do Aço,15,built,,Sao Paulo SP Brazil,,NA,197,https://skyscraperpage.com/cities?buildingID=10922,197,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- steel"")",0,1,0,0,Office
Atrium 4,14,built,1998,Sao Paulo SP Brazil,,NA,197,https://skyscraperpage.com/cities?buildingID=10930,197,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office
Rede Gospel de Televisão,13,built,1969,Rua Tavares Bastos 34,Sao Paulo SP Brazil,,591,https://skyscraperpage.com/cities?buildingID=10974,591,197,NA,"c(""Building Uses"", ""- communication"", ""- office"", ""Structural Types"", ""- highrise"", ""- cross brace"", ""- highrise"", ""- Vierendeel truss"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"")",0,1,0,0,Office
Morumbi Office Tower,17,built,1992,"Roque Petroni Jr. Avenue , 999 Chácara Santo Antônio Zona Leste",Sao Paulo SP Brazil,http://www.abcn.com/executive-...,195,https://skyscraperpage.com/cities?buildingID=65912,195,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office
Bandeira Tower,17,built,2003,"Rua Bandeira Paulista 530, Itaim Bibi BR-04532-001 Zona Sul",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=10870,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- concrete, reinforced"")",0,1,0,0,Office
Anhembi Holiday Inn,16,built,,Rua Prof. Milton Rodrigues 100 Santana,Sao Paulo SP Brazil,http://www.holidayanhembi.com.br/,NA,https://skyscraperpage.com/cities?buildingID=109375,NA,NA,NA,"c(""Building Uses"", ""- hotel"", ""- communication"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- concrete, reinforced"")",0,0,1,0,Hotel
Edifício Santa Rosa,14,built,1970,Alameda Casa Branca 844 x Alameda Lorena,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=59285,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- concrete (plain)"", ""- concrete, reinforced"", ""- sandstone"")",1,0,0,0,Residential
Edifício Attílio Tinelli,10,built,2000,"Rua Dr. Geraldo Campos Moreira, 375 - Brooklin Novo",Sao Paulo SP Brazil,,194,https://skyscraperpage.com/cities?buildingID=11061,194,184,160,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- granite"")",0,1,0,0,Office
Bradesco Prime,14,built,1973,Av. Paulista 1450 Jardim Paulista,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=104876,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- steel"", ""- concrete, reinforced"")",0,1,0,0,Office
Regente Feijó B,19,built,,Praça da Liberdade 107,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96404,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Edifício Villa dei Fiori,17,built,2008,Rua Desembargador do Vale 350 Perdizes Zona Oeste BR-05010-000,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=59429,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""- neo-classical"", ""Materials"", ""- glass"", ""- steel"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential
Loft Office São Paulo I,16,built,2002,Rua Fidêncio Ramos 101 - Vila Olímpia 04551-010 Zona Sul,Sao Paulo SP Brazil,,185,https://skyscraperpage.com/cities?buildingID=11073,185,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Materials"", ""- glass"", ""- aluminium"", ""- marble"", ""- concrete, reinforced"", ""- brick"")",0,1,0,0,Office
Embratel,15,built,,"Rua dos Ingleses, 600",Sao Paulo SP Brazil,,184,https://skyscraperpage.com/cities?buildingID=104879,184,NA,NA,"c(""Building Uses"", ""- office"", ""- communication"", ""Structural Types"", ""- highrise"", ""- truss tower"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"")",0,1,0,0,Office
Fundação Cásper Líbero,14,built,1950,Av. Paulista 900 Jd. Paulista BR-01310-000 Zona Sul,Sao Paulo SP Brazil,http://www.fcl.com.br/,541,https://skyscraperpage.com/cities?buildingID=60849,541,184,NA,"c(""Building Uses"", ""- mixed use"", ""- communication"", ""- education"", ""- office"", ""- restaurant"", ""- theatre"", ""- university"", ""Structural Types"", ""- highrise"", ""- truss tower"", ""Architectural Style"", ""- brutalist"", ""- modern"", ""Materials"", ""- glass"", ""- stone"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office
Edifício Atria,20,built,2008,"Rua Iperoig 212 Perdizes, Zona Oeste BR-05016-000",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=59707,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- limestone"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential
Kyoei Paulista,18,built,1973,"Avenida Paulista 475, Paraíso / Vila Mariana",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63620,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Birmann 31,15,built,2003,Av. Brigadeiro Faria Lima 3900 Itaim Zona Sul,Sao Paulo SP Brazil,,184,https://skyscraperpage.com/cities?buildingID=69814,184,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- concrete"")",0,1,0,0,Office
Birmann 29,15,built,1999,Av. Brigadeiro Faria Lima 3729 Itaim Zona Sul,Sao Paulo SP Brazil,,184,https://skyscraperpage.com/cities?buildingID=69813,184,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office
Torre de Concreto C,13,built,1985,"Praça Alfredo Egydio de Souza Aranha, 100 - Parque Jabaquara",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=64013,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Torre de Concreto B,13,built,1985,"Praça Alfredo Egydio de Souza Aranha, 100 - Parque Jabaquara",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=64012,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Torre de Concreto A,13,built,1985,"Praça Alfredo Egydio de Souza Aranha, 100 - Parque Jabaquara",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=64011,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Centro Cultural Itaú,11,built,1995,Av. Paulista 149 Paraíso BR-01311-000 Zona Sul,Sao Paulo SP Brazil,http://www.itaucultural.org.br/,361,https://skyscraperpage.com/cities?buildingID=3763,361,184,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"")",0,1,0,0,Office
Solomon Temple,7,built,2014,"Av. Celso Garcia, 605",Sao Paulo SP Brazil,http://www.otemplodesalomao.co...,180,https://skyscraperpage.com/cities?buildingID=104883,180,NA,NA,"c(""Building Uses"", ""- religious"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- classical"")",0,0,0,1,Other
Berrini 550,15,built,1997,"Av. Engº Luiz Carlos Berrini 550, Brooklin Novo Zona Sul",Sao Paulo SP Brazil,,180,https://skyscraperpage.com/cities?buildingID=10963,180,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete"")",0,1,0,0,Office
Birmann 20,13,built,1994,Av. Nações Unidas 17891 Santo Amaro Zona Leste,Sao Paulo SP Brazil,,180,https://skyscraperpage.com/cities?buildingID=10917,180,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete"")",0,1,0,0,Office
Center Plaza Pinheiros,12,built,1995,"Rua Butantã 518, Pinheiros Zona Oeste",Sao Paulo SP Brazil,,177,https://skyscraperpage.com/cities?buildingID=10933,177,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete"")",0,1,0,0,Office
ISO,17,built,1998,"Rua Abílio Soares 409, Vila Mariana / Paraíso",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63618,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
FUNCEF Center,17,built,1987,Avenida Paulista 1912 - Bela Vista / Jardim Paulista,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63616,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"")",0,1,0,0,Office
Conjunto Comercial Paraíso,16,built,1972,"Rua Bernardino de Campos 98, Paraíso",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63609,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- international"", ""Materials"", ""- glass"", ""- aluminium"")",0,1,0,0,Office
Brascan Century Corporate,16,built,2002,"Rua Joaquin Floriano, 466 - Itaim bibi",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63912,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Edifício Atrium III,13,built,1996,Rua do Rócio Vila Olimpia Zona Sul,Sao Paulo SP Brazil,,174,https://skyscraperpage.com/cities?buildingID=10893,174,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- masonry"", ""- glass"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office
Birmann 9,12,built,1990,"Rua Francisco Pitta Britto, Brooklin Zona Leste",Sao Paulo SP Brazil,,174,https://skyscraperpage.com/cities?buildingID=10914,174,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- granite"", ""- stucco"", ""- concrete, reinforced"")",0,1,0,0,Office
Torre de Pizza,14,built,1969,Rua Baronesa de Itu,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=109843,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- neo-classical"")",1,0,0,0,Residential
HSBC Tower - L'Arche,16,built,1994,Av. Brigadeiro Faria Lima 3064 Itaim Zona Sul,Sao Paulo SP Brazil,,172,https://skyscraperpage.com/cities?buildingID=69811,172,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Materials"", ""- glass"", ""- granite"", ""- concrete"")",0,1,0,0,Office
Capitania,15,built,1973,Av. Brigadeiro Faria Lima 2894 Itaim 01452-000 Zona Sul,Sao Paulo SP Brazil,,172,https://skyscraperpage.com/cities?buildingID=73001,172,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office
International Plaza,14,built,2003,"Av. Brigadeiro Faria Lima, 3950 Vila Olimpia 04538-132 Zona Sul",Sao Paulo SP Brazil,,172,https://skyscraperpage.com/cities?buildingID=72900,172,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office
Prize Hall Office Center,14,built,2004,"Rua Sampaio Viana 253, Capital",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63630,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Les Ateliers,13,built,1997,"Rua Manoel da Nóbrega, 595 - Paraíso",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63621,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Account Justice of São Paulo City,28,built,1995,"Av. Prof Ascendino Reis, 1130 Ibirapuera",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=11034,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""- conference"", ""- government"", ""Structural Types"", ""- highrise"", ""- cantilever"", ""- hole"", ""- narrow base"", ""Architectural Style"", ""- brutalist"", ""Materials"", ""- glass"", ""- steel"", ""- concrete (plain)"", ""- concrete, reinforced"", ""- concrete"")",1,0,0,0,Residential
Predio Ouro Para O Bem de São Paulo,13,built,1939,23 Rua Álvares Penteado,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=84667,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- streamline moderne"")",0,1,0,0,Office
Prédio Alexandre Mackenzie,8,built,1929,Rua Cel. Xavier de Toledo 23 x Viaduto do Chá - República,Sao Paulo SP Brazil,http://shoppinglight.com.br/,NA,https://skyscraperpage.com/cities?buildingID=109893,NA,NA,NA,"c(""Building Uses"", ""- retail"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- art nouveau"", ""Materials"", ""- glass"", ""- stone"", ""- stucco"")",0,0,0,1,Other
Edifício Dome,15,built,2006,Rua Tucuna 969 Perdizes,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=59722,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- granite"", ""- brick"", ""- concrete"")",1,0,0,0,Residential
Edifício Brise,15,built,2007,Rua Tucuna 470 Perdizes,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=59718,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- marble"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential
Edifício Atrium II,14,built,1995,Sao Paulo SP Brazil,,NA,161,https://skyscraperpage.com/cities?buildingID=10929,161,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- stone"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office
Torre Luíz Simões Lopes,13,built,1990,"Avenida Paulista, 548",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63623,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office
Torre Jorge Flores,13,built,1974,Avenida Paulista 542,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63631,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office
JK Tower,12,built,1999,"Rua Leopoldo Couto Magalhães Jr. 110, Itaim-Bibi 04542-001 Zona Sul",Sao Paulo SP Brazil,,161,https://skyscraperpage.com/cities?buildingID=10964,161,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- concrete"")",0,1,0,0,Office
Vila Nova Building,11,built,2002,Rua Afonso Brás - Moema Zona Sul,Sao Paulo SP Brazil,,160,https://skyscraperpage.com/cities?buildingID=11081,160,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- concrete"")",0,1,0,0,Office
Ibis Paulista,13,built,2003,Avenida Paulista 2355,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=102694,NA,NA,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- highrise"")",0,0,1,0,Hotel
Hoechst Headquarters,11,built,,Sao Paulo SP Brazil,,NA,157,https://skyscraperpage.com/cities?buildingID=10939,157,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office
Edifício Comercial Exclusive,12,built,,Av. Angélica - Higienópolis Centro,Sao Paulo SP Brazil,,154,https://skyscraperpage.com/cities?buildingID=11079,154,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- stone"", ""- brick"", ""- concrete"")",0,1,0,0,Office
