name_building,floors,status,year,address,address_2,link_2,height,link,h1,h2,h3,type_concat,residential,office,hotel,other,type_simplified,address_adj,lat,long
JK Financial Center,15,built,2001,"Avenida Juscelino Kubitschek, 510 Vila Olimpia Zona Sul",Sao Paulo SP Brazil,,223,https://skyscraperpage.com/cities?buildingID=10924,223,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- granite"", ""- concrete"")",0,1,0,0,Office,"Avenida Juscelino Kubitschek, 510 Vila Olimpia Zona Sul",-23.5905172,-46.689192
Edifício George V Jardins,20,built,1988,Rua José Maria Lisboa 1000 Jardim Paulista 01423-913 Zona Sul,Sao Paulo SP Brazil,,213,https://skyscraperpage.com/cities?buildingID=10934,213,NA,NA,"c(""Building Uses"", ""- hotel"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""- neo-classical"", ""Materials"", ""- glass"", ""- concrete, reinforced"", ""- brick"")",1,0,1,0,Mixed Use,Rua José Maria Lisboa 1000 Jardim Paulista 01423-913 Zona Sul,-23.5457763,-46.63409911430092
Duetto Jardins,18,built,2007,"R. Saint Hilare, 151 - Jardins",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63113,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential,"R. Saint Hilare, 151 - Jardins",-23.5457763,-46.63409911430092
Sede Banco Real ABN AMRO,16,built,,"Av. Paulista 1374, Jardim Paulista Zona Sul BR-01310-916",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63600,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- concrete, reinforced"")",0,1,0,0,Office,"Av. Paulista 1374, Jardim Paulista Zona Sul ",-23.562931,-46.654428
Morumbi Office Tower,17,built,1992,"Roque Petroni Jr. Avenue , 999 Chácara Santo Antônio Zona Leste",Sao Paulo SP Brazil,http://www.abcn.com/executive-...,195,https://skyscraperpage.com/cities?buildingID=65912,195,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office,"Roque Petroni Jr. Avenue , 999 Chácara Santo Antônio Zona Leste",-23.62359245,-46.696817949999996
Anhembi Holiday Inn,16,built,,Rua Prof. Milton Rodrigues 100 Santana,Sao Paulo SP Brazil,http://www.holidayanhembi.com.br/,NA,https://skyscraperpage.com/cities?buildingID=109375,NA,NA,NA,"c(""Building Uses"", ""- hotel"", ""- communication"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- concrete, reinforced"")",0,0,1,0,Hotel,Rua Prof. Milton Rodrigues 100 Santana,-23.51643825,-46.639275573297816
Edifício Santa Rosa,14,built,1970,Alameda Casa Branca 844 x Alameda Lorena,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=59285,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- concrete (plain)"", ""- concrete, reinforced"", ""- sandstone"")",1,0,0,0,Residential,Alameda Casa Branca 844 x Alameda Lorena,-27.0949663,-48.6207623
Edifício Attílio Tinelli,10,built,2000,"Rua Dr. Geraldo Campos Moreira, 375 - Brooklin Novo",Sao Paulo SP Brazil,,194,https://skyscraperpage.com/cities?buildingID=11061,194,184,160,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- granite"")",0,1,0,0,Office,"Rua Dr. Geraldo Campos Moreira, 375 - Brooklin Novo",-23.5457763,-46.63409911430092
Edifício Villa dei Fiori,17,built,2008,Rua Desembargador do Vale 350 Perdizes Zona Oeste BR-05010-000,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=59429,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""- neo-classical"", ""Materials"", ""- glass"", ""- steel"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential,Rua Desembargador do Vale 350 Perdizes Zona Oeste ,-23.5311474,-46.6860101
Loft Office São Paulo I,16,built,2002,Rua Fidêncio Ramos 101 - Vila Olímpia 04551-010 Zona Sul,Sao Paulo SP Brazil,,185,https://skyscraperpage.com/cities?buildingID=11073,185,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Materials"", ""- glass"", ""- aluminium"", ""- marble"", ""- concrete, reinforced"", ""- brick"")",0,1,0,0,Office,Rua Fidêncio Ramos 101 - Vila Olímpia 04551-010 Zona Sul,-23.5457763,-46.63409911430092
Fundação Cásper Líbero,14,built,1950,Av. Paulista 900 Jd. Paulista BR-01310-000 Zona Sul,Sao Paulo SP Brazil,http://www.fcl.com.br/,541,https://skyscraperpage.com/cities?buildingID=60849,541,184,NA,"c(""Building Uses"", ""- mixed use"", ""- communication"", ""- education"", ""- office"", ""- restaurant"", ""- theatre"", ""- university"", ""Structural Types"", ""- highrise"", ""- truss tower"", ""Architectural Style"", ""- brutalist"", ""- modern"", ""Materials"", ""- glass"", ""- stone"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office,Av. Paulista 900 Jd. Paulista ,-23.5655573,-46.6510915
Edifício Atria,20,built,2008,"Rua Iperoig 212 Perdizes, Zona Oeste BR-05016-000",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=59707,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- limestone"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential,"Rua Iperoig 212 Perdizes, Zona Oeste ",-23.5338876,-46.6748866
Birmann 31,15,built,2003,Av. Brigadeiro Faria Lima 3900 Itaim Zona Sul,Sao Paulo SP Brazil,,184,https://skyscraperpage.com/cities?buildingID=69814,184,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- concrete"")",0,1,0,0,Office,Av. Brigadeiro Faria Lima 3900 Itaim Zona Sul,-23.5901487,-46.68211202060503
Birmann 29,15,built,1999,Av. Brigadeiro Faria Lima 3729 Itaim Zona Sul,Sao Paulo SP Brazil,,184,https://skyscraperpage.com/cities?buildingID=69813,184,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office,Av. Brigadeiro Faria Lima 3729 Itaim Zona Sul,-23.5658386,-46.6944384
Torre de Concreto C,13,built,1985,"Praça Alfredo Egydio de Souza Aranha, 100 - Parque Jabaquara",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=64013,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Praça Alfredo Egydio de Souza Aranha, 100 - Parque Jabaquara",-23.5457763,-46.63409911430092
Torre de Concreto B,13,built,1985,"Praça Alfredo Egydio de Souza Aranha, 100 - Parque Jabaquara",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=64012,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Praça Alfredo Egydio de Souza Aranha, 100 - Parque Jabaquara",-23.5457763,-46.63409911430092
Torre de Concreto A,13,built,1985,"Praça Alfredo Egydio de Souza Aranha, 100 - Parque Jabaquara",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=64011,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Praça Alfredo Egydio de Souza Aranha, 100 - Parque Jabaquara",-23.5457763,-46.63409911430092
Birmann 20,13,built,1994,Av. Nações Unidas 17891 Santo Amaro Zona Leste,Sao Paulo SP Brazil,,180,https://skyscraperpage.com/cities?buildingID=10917,180,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete"")",0,1,0,0,Office,Av. Nações Unidas 17891 Santo Amaro Zona Leste,-23.6142492,-46.6989787
Center Plaza Pinheiros,12,built,1995,"Rua Butantã 518, Pinheiros Zona Oeste",Sao Paulo SP Brazil,,177,https://skyscraperpage.com/cities?buildingID=10933,177,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete"")",0,1,0,0,Office,"Rua Butantã 518, Pinheiros Zona Oeste",-23.5712091,-46.6994382
Brascan Century Corporate,16,built,2002,"Rua Joaquin Floriano, 466 - Itaim bibi",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63912,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Rua Joaquin Floriano, 466 - Itaim bibi",-23.5457763,-46.63409911430092
HSBC Tower - L'Arche,16,built,1994,Av. Brigadeiro Faria Lima 3064 Itaim Zona Sul,Sao Paulo SP Brazil,,172,https://skyscraperpage.com/cities?buildingID=69811,172,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Materials"", ""- glass"", ""- granite"", ""- concrete"")",0,1,0,0,Office,Av. Brigadeiro Faria Lima 3064 Itaim Zona Sul,-23.5832948,-46.6839329
Capitania,15,built,1973,Av. Brigadeiro Faria Lima 2894 Itaim 01452-000 Zona Sul,Sao Paulo SP Brazil,,172,https://skyscraperpage.com/cities?buildingID=73001,172,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office,Av. Brigadeiro Faria Lima 2894 Itaim 01452-000 Zona Sul,-23.5457763,-46.63409911430092
International Plaza,14,built,2003,"Av. Brigadeiro Faria Lima, 3950 Vila Olimpia 04538-132 Zona Sul",Sao Paulo SP Brazil,,172,https://skyscraperpage.com/cities?buildingID=72900,172,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office,"Av. Brigadeiro Faria Lima, 3950 Vila Olimpia 04538-132 Zona Sul",-23.5457763,-46.63409911430092
Prize Hall Office Center,14,built,2004,"Rua Sampaio Viana 253, Capital",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63630,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Rua Sampaio Viana 253, Capital",-22.9232028,-43.2116751
Prédio Alexandre Mackenzie,8,built,1929,Rua Cel. Xavier de Toledo 23 x Viaduto do Chá - República,Sao Paulo SP Brazil,http://shoppinglight.com.br/,NA,https://skyscraperpage.com/cities?buildingID=109893,NA,NA,NA,"c(""Building Uses"", ""- retail"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- art nouveau"", ""Materials"", ""- glass"", ""- stone"", ""- stucco"")",0,0,0,1,Other,Rua Cel. Xavier de Toledo 23 x Viaduto do Chá - República,-23.5457763,-46.63409911430092
JK Tower,12,built,1999,"Rua Leopoldo Couto Magalhães Jr. 110, Itaim-Bibi 04542-001 Zona Sul",Sao Paulo SP Brazil,,161,https://skyscraperpage.com/cities?buildingID=10964,161,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- concrete"")",0,1,0,0,Office,"Rua Leopoldo Couto Magalhães Jr. 110, Itaim-Bibi 04542-001 Zona Sul",-23.5457763,-46.63409911430092
Vila Nova Building,11,built,2002,Rua Afonso Brás - Moema Zona Sul,Sao Paulo SP Brazil,,160,https://skyscraperpage.com/cities?buildingID=11081,160,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- concrete"")",0,1,0,0,Office,Rua Afonso Brás - Moema Zona Sul,-23.5457763,-46.63409911430092
Edifício Barros Loureiro,13,built,1975,Av. Nove De Julho - Itaim Bibi Zona Sul,Sao Paulo SP Brazil,,148,https://skyscraperpage.com/cities?buildingID=10926,148,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Materials"", ""- glass"", ""- concrete"")",0,1,0,0,Office,Av. Nove De Julho - Itaim Bibi Zona Sul,-23.5457763,-46.63409911430092
Birmann 10,8,built,1992,"Rua Verbo Divino, 1400 Brooklin Zona Leste",Sao Paulo SP Brazil,,138,https://skyscraperpage.com/cities?buildingID=10916,138,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete"")",0,1,0,0,Office,"Rua Verbo Divino, 1400 Brooklin Zona Leste",-23.636584,-46.6999774
Fellici Anorizze Empresarial,12,built,2002,"Rua Cincinato Braga 321, Vila Mariana",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63614,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Rua Cincinato Braga 321, Vila Mariana",-23.5683317,-46.6462644
Hyde Park,11,built,1970,"Av. Brigadeiro Faria Lima, 2954 Itaim 02365-000 Zona Sul",Sao Paulo SP Brazil,,138,https://skyscraperpage.com/cities?buildingID=72898,138,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office,"Av. Brigadeiro Faria Lima, 2954 Itaim 02365-000 Zona Sul",-23.5457763,-46.63409911430092
Faria Lima Square,11,built,2006,Av. Brigadeiro Faria Lima 3600 Itaim Zona Sul,Sao Paulo SP Brazil,,138,https://skyscraperpage.com/cities?buildingID=69812,138,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Materials"", ""- glass"", ""- granite"", ""- concrete"")",0,1,0,0,Office,Av. Brigadeiro Faria Lima 3600 Itaim Zona Sul,-23.5658386,-46.6944384
Faria Lima Business Center,11,built,1997,Av. Brigadeiro Faria Lima 1309 Jd. Paulistano 01452-002 Zona Sul,Sao Paulo SP Brazil,,138,https://skyscraperpage.com/cities?buildingID=73004,138,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- international"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office,Av. Brigadeiro Faria Lima 1309 Jd. Paulistano 01452-002 Zona Sul,-23.5457763,-46.63409911430092
Cal Center I,10,built,1976,Av. Brigadeiro Faria Lima 1884 Jardim Paulistano Zona Sul,Sao Paulo SP Brazil,,138,https://skyscraperpage.com/cities?buildingID=10913,138,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office,Av. Brigadeiro Faria Lima 1884 Jardim Paulistano Zona Sul,-23.5658386,-46.6944384
Birmann 8,8,built,1990,Rua Alexandre Dumas 2.200 Chácara Sto Antônio,Sao Paulo SP Brazil,,131,https://skyscraperpage.com/cities?buildingID=10915,131,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete"")",0,1,0,0,Office,Rua Alexandre Dumas 2.200 Chácara Sto Antônio,-23.6336268,-46.7016088
Torre de Vidro,11,built,1995,"Praça Alfredo Egydio de Souza Aranha, 100 - Parque Jabaquara",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=64014,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"")",0,1,0,0,Office,"Praça Alfredo Egydio de Souza Aranha, 100 - Parque Jabaquara",-23.5457763,-46.63409911430092
Saint Joseph,10,built,1987,"Rua Cincinato Braga 277, Paraíso / Vila Mariana",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63694,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Rua Cincinato Braga 277, Paraíso / Vila Mariana",-23.5685748,-46.6459745
Edifício Groenlândia,9,built,,"Rua Groenlândia, 513 - Jardins",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63114,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- neo-classical"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential,"Rua Groenlândia, 513 - Jardins",-23.5457763,-46.63409911430092
Supermercado Carrefour Pamplona,4,built,,Rua Pamplona 1704 x Rua Haiti 198-274 x Av. 9 de Julho 3291-3445 Jardi,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=109027,NA,NA,NA,"c(""Building Uses"", ""- mixed use"", ""- retail"", ""- warehouse"", ""Structural Types"", ""- lowrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- granite"", ""- concrete, reinforced"")",0,0,0,1,Other,Rua Pamplona 1704 x Rua Haiti 198-274 x Av. 9 de Julho 3291-3445 Jardi,-23.5457763,-46.63409911430092
Anhembi Pavilhão de Exposições,,built,1970,Rua Prof. Milton Rodrigues 13 Santana,Sao Paulo SP Brazil,http://www.anhembi.com.br/espa...,NA,https://skyscraperpage.com/cities?buildingID=109376,NA,NA,NA,"c(""Building Uses"", ""- other"", ""Structural Types"", ""- lowrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- steel"", ""- aluminium"")",0,0,0,1,Other,Rua Prof. Milton Rodrigues 13 Santana,-23.5163711,-46.6412256
Lucas,10,built,1995,"Rua Maestro Cardim 343, Paraíso",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63692,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- lowrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Rua Maestro Cardim 343, Paraíso",-23.5656441,-46.6416608
Hotel Unique,7,built,2002,Av. Brigadeiro Luís Antônio 4700 - Jd. Paulista - 01402-002 Zona Sul,Sao Paulo SP Brazil,,105,https://skyscraperpage.com/cities?buildingID=74206,105,92,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- lowrise"", ""Architectural Style"", ""- streamline moderne"", ""- structural expressionism"", ""- futurism"", ""Materials"", ""- copper"", ""- glass"", ""- wood"", ""- granite"", ""- concrete"")",0,0,1,0,Hotel,Av. Brigadeiro Luís Antônio 4700 - Jd. Paulista - 01402-002 Zona Sul,-23.5457763,-46.63409911430092
