"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 27, 2020","72,788.92","73,157.67","73,503.29","72,646.53","-","-0.35%"
"Oct 26, 2020","73,042.11","72,465.28","73,939.35","72,403.56","-","0.79%"
"Oct 23, 2020","72,466.15","72,314.81","72,965.54","72,200.95","-","0.06%"
"Oct 22, 2020","72,421.57","71,995.63","72,439.48","71,604.35","-","0.59%"
"Oct 21, 2020","71,999.41","71,700.90","72,137.86","71,465.30","-","0.36%"
"Oct 20, 2020","71,743.84","70,884.22","71,828.15","70,865.11","-","1.37%"
"Oct 19, 2020","70,771.85","71,163.23","71,721.37","70,653.70","-","-0.21%"
"Oct 16, 2020","70,921.52","70,814.41","71,359.37","70,459.09","-","0.21%"
"Oct 15, 2020","70,776.08","69,874.99","70,857.32","69,533.03","-","0.90%"
"Oct 14, 2020","70,142.93","69,510.75","70,616.12","69,378.77","-","1.05%"
"Oct 13, 2020","69,415.87","69,813.74","70,068.25","69,161.93","-","-0.31%"
"Oct 09, 2020","69,629.00","69,454.72","70,319.88","69,349.97","-","0.20%"
"Oct 08, 2020","69,493.19","68,326.13","69,493.19","68,116.68","-","1.67%"
"Oct 07, 2020","68,349.38","68,896.28","68,907.75","67,695.06","-","-0.54%"
"Oct 06, 2020","68,717.51","69,207.41","69,715.22","68,440.91","-","-0.35%"
"Oct 05, 2020","68,957.93","68,301.98","69,267.01","67,684.56","-","1.05%"
"Oct 02, 2020","68,242.22","68,596.17","69,202.55","67,833.84","-","-0.73%"
"Oct 01, 2020","68,741.30","68,606.60","68,888.28","67,646.27","-","0.25%"
"Sep 30, 2020","68,569.31","68,352.71","68,721.71","68,132.80","-","0.45%"
"Sep 29, 2020","68,265.42","68,752.73","68,765.05","67,824.90","-","-0.76%"
"Sep 28, 2020","68,787.73","70,838.19","71,000.68","68,319.17","-","-2.58%"
"Sep 25, 2020","70,607.48","70,569.38","70,613.12","69,856.20","-","-0.22%"
"Sep 24, 2020","70,760.83","70,185.65","71,167.66","69,995.39","-","0.89%"
"Sep 23, 2020","70,135.47","70,905.42","71,203.49","70,022.56","-","-1.13%"
"Sep 22, 2020","70,935.89","70,524.28","71,058.43","70,234.11","-","0.48%"
"Sep 21, 2020","70,597.75","70,217.54","70,810.37","69,254.29","-","-0.10%"
"Sep 18, 2020","70,666.08","71,782.14","71,822.59","70,507.80","-","-1.64%"
"Sep 17, 2020","71,846.29","71,402.06","72,021.63","71,042.92","-","0.32%"
"Sep 16, 2020","71,615.22","71,461.99","72,025.58","71,458.50","-","0.32%"
"Sep 15, 2020","71,389.88","71,792.69","72,243.99","71,243.52","-","-0.37%"
"Sep 14, 2020","71,654.94","71,062.87","71,891.54","70,886.53","-","1.02%"
"Sep 11, 2020","70,934.89","72,057.53","72,085.17","70,131.77","-","-1.77%"
"Sep 10, 2020","72,215.60","74,000.11","74,398.05","72,126.12","-","-2.30%"
"Sep 09, 2020","73,913.37","73,255.42","74,310.60","73,253.36","-","1.38%"
"Sep 08, 2020","72,907.87","72,210.60","73,008.20","71,676.35","-","0.58%"
"Sep 04, 2020","72,487.91","72,511.22","73,013.08","71,585.99","-","0.08%"
"Sep 03, 2020","72,426.59","73,158.37","73,818.83","71,898.89","-","-1.04%"
"Sep 02, 2020","73,184.54","73,001.07","73,265.70","72,484.20","-","0.27%"
"Sep 01, 2020","72,989.05","72,190.60","73,164.87","72,130.06","-","1.42%"
"Aug 31, 2020","71,966.61","73,147.30","73,147.30","71,935.96","-","-1.71%"
"Aug 28, 2020","73,217.55","72,479.36","73,870.80","72,466.94","-","1.16%"
"Aug 27, 2020","72,379.50","72,650.34","73,184.18","72,120.73","-","-0.35%"
"Aug 26, 2020","72,637.21","73,915.40","74,269.95","71,965.85","-","-1.60%"
"Aug 25, 2020","73,818.33","73,128.39","73,923.69","72,638.99","-","1.01%"
"Aug 24, 2020","73,079.37","72,628.57","73,206.54","72,050.27","-","1.17%"
"Aug 21, 2020","72,236.95","71,328.35","72,437.97","70,956.28","-","1.26%"
"Aug 20, 2020","71,334.73","70,679.28","71,437.09","69,833.65","-","0.17%"
"Aug 19, 2020","71,213.24","72,024.08","72,059.64","70,736.99","-","-0.90%"
"Aug 18, 2020","71,863.33","70,731.42","71,863.33","70,596.82","-","2.25%"
"Aug 17, 2020","70,279.72","72,028.16","72,134.58","69,608.35","-","-2.54%"
"Aug 14, 2020","72,113.22","71,612.61","72,191.94","70,981.55","-","0.57%"
"Aug 13, 2020","71,707.33","72,983.57","73,489.53","71,335.44","-","-1.57%"
"Aug 12, 2020","72,849.95","73,949.56","73,952.58","72,052.51","-","-1.21%"
"Aug 11, 2020","73,744.67","75,032.74","75,182.29","73,678.68","-","-1.48%"
"Aug 10, 2020","74,854.39","75,242.65","75,291.89","74,148.35","-","-0.42%"
"Aug 07, 2020","75,172.68","75,916.32","75,916.32","74,721.58","-","-1.20%"
"Aug 06, 2020","76,087.68","74,431.63","76,196.71","74,350.87","-","2.31%"
"Aug 05, 2020","74,370.16","74,675.22","75,298.78","73,843.40","-","0.02%"
"Aug 04, 2020","74,355.93","75,411.77","75,968.53","73,955.97","-","-1.93%"
"Aug 03, 2020","75,816.09","76,772.33","76,877.48","75,495.90","-","-0.92%"
"Jul 31, 2020","76,523.66","76,244.28","76,855.43","75,946.18","-","0.50%"
"Jul 30, 2020","76,139.19","75,396.02","76,154.92","75,170.17","-","0.63%"
"Jul 29, 2020","75,665.49","75,674.89","75,948.22","75,204.63","-","0.27%"
"Jul 28, 2020","75,458.66","76,107.27","76,107.27","75,308.85","-","-0.83%"
"Jul 27, 2020","76,087.31","74,776.03","76,334.24","74,767.22","-","1.58%"
"Jul 24, 2020","74,902.65","74,921.06","74,981.07","73,533.06","-","-0.35%"
"Jul 23, 2020","75,167.35","75,632.30","76,045.19","74,686.72","-","-0.67%"
"Jul 22, 2020","75,675.38","74,763.54","75,806.36","74,505.81","-","1.31%"
"Jul 21, 2020","74,700.31","75,286.90","75,574.72","74,234.76","-","-0.57%"
"Jul 20, 2020","75,129.87","74,417.38","75,133.75","74,275.40","-","1.03%"
"Jul 17, 2020","74,360.87","72,718.82","74,417.79","72,686.67","-","2.46%"
"Jul 16, 2020","72,575.55","72,986.73","73,109.80","72,355.51","-","-0.34%"
"Jul 15, 2020","72,824.08","71,887.70","72,919.91","71,887.70","-","1.52%"
"Jul 14, 2020","71,731.24","71,677.06","72,022.84","71,126.41","-","0.12%"
"Jul 13, 2020","71,644.41","72,268.09","72,624.10","71,644.41","-","-0.56%"
"Jul 10, 2020","72,050.39","72,076.64","72,426.98","71,546.69","-","0.05%"
"Jul 09, 2020","72,017.48","72,115.41","72,869.97","71,868.25","-","0.03%"
"Jul 08, 2020","71,996.52","71,663.60","72,312.04","71,663.60","-","0.71%"
"Jul 07, 2020","71,488.07","71,861.65","71,971.60","71,330.10","-","-0.70%"
"Jul 06, 2020","71,989.50","72,071.96","72,492.85","71,529.66","-","0.54%"
"Jul 03, 2020","71,605.19","70,789.48","71,605.19","70,651.48","-","1.21%"
"Jul 02, 2020","70,746.77","71,329.89","71,814.41","70,649.89","-","-0.20%"
"Jul 01, 2020","70,885.91","70,474.92","71,345.11","70,290.15","-","1.04%"
"Jun 30, 2020","70,159.54","69,376.16","70,510.02","68,971.91","-","0.82%"
"Jun 29, 2020","69,589.04","68,670.16","69,589.04","68,537.83","-","1.59%"
"Jun 26, 2020","68,502.85","69,460.82","69,486.89","68,122.80","-","-1.52%"
"Jun 25, 2020","69,557.99","68,674.80","69,566.80","68,303.49","-","1.04%"
"Jun 24, 2020","68,840.97","69,652.48","69,697.34","67,848.73","-","-1.31%"
"Jun 23, 2020","69,754.58","70,790.12","71,172.56","69,534.45","-","-1.03%"
"Jun 22, 2020","70,481.97","70,388.26","71,256.39","70,229.05","-","0.18%"
"Jun 19, 2020","70,358.71","69,846.65","70,736.14","69,846.65","-","1.29%"
"Jun 18, 2020","69,459.63","70,006.82","70,292.60","69,351.30","-","-0.89%"
"Jun 17, 2020","70,085.73","68,066.51","70,559.22","68,066.51","-","3.33%"
"Jun 16, 2020","67,826.99","68,643.77","69,423.04","67,826.99","-","0.08%"
"Jun 15, 2020","67,773.57","67,491.19","68,319.74","66,287.24","-","-0.79%"
"Jun 12, 2020","68,313.62","67,926.08","68,371.65","66,613.54","-","-1.38%"
"Jun 10, 2020","69,266.42","70,944.29","71,196.02","68,662.44","-","-1.74%"
"Jun 09, 2020","70,489.88","69,775.16","70,581.43","68,972.95","-","0.16%"
"Jun 08, 2020","70,379.80","68,223.80","70,446.68","68,223.80","-","3.68%"
"Jun 05, 2020","67,879.29","67,992.42","69,105.48","67,876.47","-","0.56%"
"Jun 04, 2020","67,503.38","67,849.57","68,392.17","67,157.26","-","-0.48%"
"Jun 03, 2020","67,829.11","68,092.05","69,105.93","67,017.47","-","0.60%"
"Jun 02, 2020","67,422.28","66,978.03","67,575.25","66,869.96","-","1.14%"
"Jun 01, 2020","66,659.08","66,293.33","67,121.76","65,999.47","-","0.44%"
"May 29, 2020","66,370.28","66,616.60","66,970.26","65,762.25","-","-0.31%"
"May 28, 2020","66,574.76","66,466.54","66,840.99","65,912.89","-","-0.15%"
"May 27, 2020","66,675.18","65,325.47","66,855.48","65,325.47","-","2.67%"
"May 26, 2020","64,942.48","65,223.67","66,028.91","64,609.52","-","0.26%"
"May 25, 2020","64,774.54","62,868.39","64,902.10","62,868.39","-","4.34%"
"May 22, 2020","62,077.59","61,407.20","62,231.06","60,904.30","-","0.91%"
"May 21, 2020","61,515.74","59,834.91","61,732.52","59,831.26","-","2.77%"
"May 20, 2020","59,859.11","60,467.47","60,880.57","59,730.96","-","-0.66%"
